"project","language","github_repo","repo_id","main_repo","homepage","fetched_at"
"g-api-py-oauthlib","python","googleapis/google-auth-library-python-oauthlib","","https://github.com/googleapis/google-auth-library-python-oauthlib","https://github.com/googleapis/google-auth-library-python-oauthlib","2026-05-31T14:41:16+01:00"
"g-api-python-bigquery-storage","python","googleapis/python-bigquery-storage","226992483","https://github.com/googleapis/python-bigquery-storage","https://github.com/googleapis/python-bigquery-storage","2026-05-31T14:41:16+01:00"
"g-api-python-client","python","googleapis/google-api-python-client","15749269","https://github.com/googleapis/google-api-python-client","https://github.com/googleapis/google-api-python-client","2026-05-31T14:41:16+01:00"
"g-api-python-cloud-core","python","googleapis/python-cloud-core","226992462","https://github.com/googleapis/python-cloud-core","https://github.com/googleapis/python-cloud-core","2026-05-31T14:41:16+01:00"
"g-api-python-firestore","python","googleapis/python-firestore","","https://github.com/googleapis/python-firestore","https://github.com/googleapis/python-firestore","2026-05-31T14:41:16+01:00"
"g-api-python-tasks","python","googleapis/google-cloud-python","16316451","https://github.com/googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python/tree/main/packages/google-cloud-tasks","2026-05-31T14:41:16+01:00"
"g-api-resource-manager","python","googleapis/google-cloud-python","16316451","https://github.com/googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python/tree/main/packages/google-cloud-resource-manager","2026-05-31T14:41:16+01:00"
"g-api-resumable-media-python","python","googleapis/google-resumable-media-python","88091939","https://github.com/googleapis/google-resumable-media-python","https://github.com/googleapis/google-resumable-media-python","2026-05-31T14:41:16+01:00"
"g-api-secret-manager","python","googleapis/python-secret-manager","","https://github.com/googleapis/python-secret-manager","https://github.com/googleapis/python-secret-manager","2026-05-31T14:41:16+01:00"
"g-apis-py-api-core","python","googleapis/python-api-core","226992456","https://github.com/googleapis/python-api-core","https://github.com/googleapis/python-api-core","2026-05-31T14:41:16+01:00"
"g-auth-library-java","jvm","googleapis/google-auth-library-java","","https://github.com/googleapis/google-auth-library-java/","developers.google.com/identity","2026-05-31T14:41:16+01:00"
"g-cloud-logging-py","python","googleapis/python-logging","","https://github.com/googleapis/python-logging","https://github.com/googleapis/python-logging","2026-05-31T14:41:16+01:00"
"g-http-java-client","jvm","googleapis/google-http-java-client","","https://github.com/googleapis/google-http-java-client/","https://github.com/googleapis/google-http-java-client/","2026-05-31T14:41:16+01:00"
"g-oauth-java-client","jvm","googleapis/google-oauth-java-client","","https://github.com/googleapis/google-oauth-java-client","https://github.com/googleapis/google-oauth-java-client","2026-05-31T14:41:16+01:00"
"g-py-bigquery","python","googleapis/python-bigquery","226992475","https://github.com/googleapis/python-bigquery","https://github.com/googleapis/python-bigquery","2026-05-31T14:41:16+01:00"
"g-py-crc32c","python","googleapis/python-crc32c","159736041","https://github.com/googleapis/python-crc32c","https://github.com/googleapis/python-crc32c","2026-05-31T14:41:16+01:00"
"gast","python","serge-sans-paille/gast","63594069","https://github.com/serge-sans-paille/gast","https://github.com/serge-sans-paille/gast","2026-05-31T14:41:16+01:00"
"gateway","go","envoyproxy/gateway","","https://github.com/envoyproxy/gateway.git","https://gateway.envoyproxy.io/","2026-05-31T14:41:16+01:00"
"gc-iam","python","googleapis/google-cloud-python","16316451","https://github.com/googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python/tree/main/packages/google-cloud-iam","2026-05-31T14:41:16+01:00"
"gcloud-error-py","python","googleapis/python-error-reporting","","https://github.com/googleapis/python-error-reporting","https://github.com/googleapis/python-error-reporting","2026-05-31T14:41:16+01:00"
"gcloud-go","go","googleapis/google-cloud-go","","https://github.com/googleapis/google-cloud-go","https://github.com/googleapis/google-cloud-go","2026-05-31T14:41:16+01:00"
"gcp-python-cloud-storage","python","googleapis/python-storage","226992639","https://github.com/googleapis/python-storage","https://github.com/googleapis/python-storage","2026-05-31T14:41:16+01:00"
"gdal","c++","OSGeo/gdal","6148317","https://github.com/OSGeo/gdal","https://gdal.org","2026-05-31T14:41:16+01:00"
"gdbm","c","","","https://git.gnu.org.ua/gdbm.git","https://www.gnu.org.ua/software/gdbm","2026-05-31T14:41:16+01:00"
"gdk-pixbuf","c","","","https://gitlab.gnome.org/GNOME/gdk-pixbuf.git","https://gitlab.gnome.org/GNOME/gdk-pixbuf/","2026-05-31T14:41:16+01:00"
"genshi","python","edgewall/genshi","","https://github.com/edgewall/genshi","https://github.com/edgewall/genshi","2026-05-31T14:41:16+01:00"
"geos","c++","","","https://git.osgeo.org/gitea/geos/geos.git","https://geos.osgeo.org","2026-05-31T14:41:16+01:00"
"gfwx","c++","kalcutter/gfwx","","https://github.com/kalcutter/gfwx","http://www.gfwx.org/","2026-05-31T14:41:16+01:00"
"ghostscript","c++","","","git://git.ghostscript.com/ghostpdl.git","https://ghostscript.com","2026-05-31T14:41:16+01:00"
"giflib","c++","","","https://git.code.sf.net/p/giflib/code","http://giflib.sourceforge.net/","2026-05-31T14:41:16+01:00"
"gimli","rust","gimli-rs/gimli","61165669","https://github.com/gimli-rs/gimli","https://github.com/gimli-rs/gimli","2026-05-31T14:41:16+01:00"
"git","c++","git/git","36502","https://github.com/git/git","https://git-scm.com","2026-05-31T14:41:16+01:00"
"gitdb","python","gitpython-developers/gitdb","1126093","https://github.com/gitpython-developers/gitdb","https://github.com/gitpython-developers/gitdb","2026-05-31T14:41:16+01:00"
"gitea","go","go-gitea/gitea","","https://github.com/go-gitea/gitea","https://github.com/go-gitea/gitea","2026-05-31T14:41:16+01:00"
"github_scarecrow","python","Alan32Liu/github-scarecrow","","https://github.com/Alan32Liu/github-scarecrow","https://github.com/Alan32Liu/github-scarecrow","2026-05-31T14:41:16+01:00"
"gitoxide","rust","GitoxideLabs/gitoxide","136510559","https://github.com/GitoxideLabs/gitoxide","https://crates.io/crates/gitoxide","2026-05-31T14:41:16+01:00"
"gitpython","python","gitpython-developers/gitpython","1126087","https://github.com/gitpython-developers/gitpython","https://github.com/gitpython-developers/gitpython","2026-05-31T14:41:16+01:00"
"glaze","c++","stephenberry/glaze","","https://github.com/stephenberry/glaze.git","https://github.com/stephenberry/glaze","2026-05-31T14:41:16+01:00"
"glib","c++","","","https://gitlab.gnome.org/GNOME/glib","https://gitlab.gnome.org/GNOME/glib/","2026-05-31T14:41:16+01:00"
"globaleaks-whistleblowing-software","python","globaleaks/globaleaks-whistleblowing-software","","https://github.com/globaleaks/globaleaks-whistleblowing-software.git","https://www.globaleaks.org/","2026-05-31T14:41:16+01:00"
"glog","c++","google/glog","31197250","https://github.com/google/glog","https://github.com/google/glog","2026-05-31T14:41:16+01:00"
"glom","python","mahmoud/glom","130011760","https://github.com/mahmoud/glom","https://github.com/mahmoud/glom","2026-05-31T14:41:16+01:00"
"glslang","c++","khronosgroup/glslang","38064932","https://github.com/khronosgroup/glslang","https://github.com/khronosgroup/glslang","2026-05-31T14:41:16+01:00"
"gluon","go","ProtonMail/gluon","","https://github.com/ProtonMail/gluon","https://proton.me","2026-05-31T14:41:16+01:00"
"gnucobol","c","","","https://svn.code.sf.net/p/gnucobol/code/branches/gnucobol-3.x","https://www.gnu.org/software/gnucobol/","2026-05-31T14:41:16+01:00"
"gnupg","c++","","","git://git.gnupg.org/gnupg.git","https://www.gnupg.org","2026-05-31T14:41:16+01:00"
"gnutls","c++","","","https://gitlab.com/gnutls/gnutls.git","https://www.gnutls.org","2026-05-31T14:41:16+01:00"
"go-attestation","go","google/go-attestation","","https://github.com/google/go-attestation","https://github.com/google/go-attestation","2026-05-31T14:41:16+01:00"
"go-cmp","go","google/go-cmp","","https://github.com/google/go-cmp/cmp","https://github.com/google/go-cmp/cmp","2026-05-31T14:41:16+01:00"
"go-coap","go","plgd-dev/go-coap","","https://github.com/plgd-dev/go-coap","https://plgd.dev","2026-05-31T14:41:16+01:00"
"go-containerregistry","go","google/go-containerregistry","","https://github.com/google/go-containerregistry","https://github.com/google/go-containerregistry","2026-05-31T14:41:16+01:00"
"go-coredns","go","coredns/coredns","","https://github.com/coredns/coredns.git","https://coredns.io","2026-05-31T14:41:16+01:00"
"go-dhcp","go","insomniacslk/dhcp","","https://github.com/insomniacslk/dhcp.git","https://github.com/insomniacslk/dhcp","2026-05-31T14:41:16+01:00"
"go-dns","go","miekg/dns","","https://github.com/miekg/dns","https://github.com/miekg/dns","2026-05-31T14:41:16+01:00"
"go-ethereum","go","ethereum/go-ethereum","","https://github.com/ethereum/go-ethereum","https://github.com/ethereum/go-ethereum","2026-05-31T14:41:16+01:00"
"go-git","go","go-git/go-git","","https://github.com/go-git/go-git","https://github.com/go-git/go-git","2026-05-31T14:41:16+01:00"
"go-humanize","go","dustin/go-humanize","","https://github.com/dustin/go-humanize","https://github.com/dustin/go-humanize","2026-05-31T14:41:16+01:00"
"go-json-iterator","go","json-iterator/go","","https://github.com/json-iterator/go","https://jsoniter.com","2026-05-31T14:41:16+01:00"
"go-ldap","go","go-ldap/ldap","","https://github.com/go-ldap/ldap","https://github.com/go-ldap/ldap","2026-05-31T14:41:16+01:00"
"go-ole","go","go-ole/go-ole","","https://github.com/go-ole/go-ole","https://github.com/go-ole/go-ole","2026-05-31T14:41:16+01:00"
"go-pprof","go","google/pprof","","https://github.com/google/pprof","https://github.com/google/pprof","2026-05-31T14:41:16+01:00"
"go-readline","go","chzyer/readline","","https://github.com/chzyer/readline","https://github.com/chzyer/readline","2026-05-31T14:41:16+01:00"
"go-redis","go","redis/go-redis","","https://github.com/redis/go-redis","https://github.com/redis/go-redis","2026-05-31T14:41:16+01:00"
"go-sftp","go","pkg/sftp","","https://github.com/pkg/sftp","https://github.com/pkg/sftp","2026-05-31T14:41:16+01:00"
"go-shlex","go","google/shlex","","https://github.com/google/shlex","https://github.com/google/shlex","2026-05-31T14:41:16+01:00"
"go-snappy","go","golang/snappy","","https://github.com/golang/snappy","https://github.com/golang/snappy","2026-05-31T14:41:16+01:00"
"go-sqlite3","go","mattn/go-sqlite3","","https://github.com/mattn/go-sqlite3/","http://mattn.github.io/go-sqlite3/","2026-05-31T14:41:16+01:00"
"go-toml","go","pelletier/go-toml","","https://github.com/pelletier/go-toml","https://github.com/pelletier/go-toml","2026-05-31T14:41:16+01:00"
"go-yaml","go","go-yaml/yaml","","https://github.com/go-yaml/yaml","https://github.com/go-yaml/yaml","2026-05-31T14:41:16+01:00"
"gobgp","go","osrg/gobgp","","https://github.com/osrg/gobgp","https://osrg.github.io/gobgp","2026-05-31T14:41:16+01:00"
"gogo-protobuf","go","gogo/protobuf","","https://github.com/gogo/protobuf","https://github.com/gogo/protobuf","2026-05-31T14:41:16+01:00"
"goipp","go","OpenPrinting/goipp","","https://github.com/OpenPrinting/goipp","https://github.com/OpenPrinting/goipp","2026-05-31T14:41:16+01:00"
"golang","go","golang/go","23096959","https://github.com/golang/go","https://golang.org/","2026-05-31T14:41:16+01:00"
"golang-appengine","go","golang/appengine","","https://github.com/golang/appengine","https://github.com/golang/appengine","2026-05-31T14:41:16+01:00"
"golang-protobuf","go","protocolbuffers/protobuf-go","","https://github.com/protocolbuffers/protobuf-go","https://github.com/protocolbuffers/protobuf-go","2026-05-31T14:41:16+01:00"
"gonids","go","google/gonids","","https://github.com/google/gonids","https://github.com/google/gonids","2026-05-31T14:41:16+01:00"
"gopacket","go","google/gopacket","","https://github.com/google/gopacket","https://github.com/google/gopacket","2026-05-31T14:41:16+01:00"
"gopsutil","go","shirou/gopsutil","","https://github.com/shirou/gopsutil","https://github.com/shirou/gopsutil","2026-05-31T14:41:16+01:00"
"gosnmp","go","gosnmp/gosnmp","","https://github.com/gosnmp/gosnmp","https://github.com/gosnmp/gosnmp","2026-05-31T14:41:16+01:00"
"gpac","c","gpac/gpac","","https://github.com/gpac/gpac","https://gpac.io","2026-05-31T14:41:16+01:00"
"gprof2dot","python","jrfonseca/gprof2dot","32138266","https://github.com/jrfonseca/gprof2dot","https://github.com/jrfonseca/gprof2dot","2026-05-31T14:41:16+01:00"
"gpsd","c","","","https://gitlab.com/gpsd/gpsd","https://gpsd.io","2026-05-31T14:41:16+01:00"
"graphicsmagick","c++","","","https://foss.heptapod.net/graphicsmagick/graphicsmagick","http://www.graphicsmagick.org/","2026-05-31T14:41:16+01:00"
"graphql-java","jvm","graphql-java/graphql-java","","https://github.com/graphql-java/graphql-java","https://github.com/graphql-java/graphql-java","2026-05-31T14:41:16+01:00"
"greenmail","jvm","greenmail-mail-test/greenmail","","https://github.com/greenmail-mail-test/greenmail.git","https://github.com/greenmail-mail-test/greenmail","2026-05-31T14:41:16+01:00"
"grok","c++","GrokImageCompression/grok","","https://github.com/GrokImageCompression/grok.git","https://github.com/GrokImageCompression/grok","2026-05-31T14:41:16+01:00"
"groovy","jvm","apache/groovy","","https://github.com/apache/groovy.git","https://groovy-lang.org/","2026-05-31T14:41:16+01:00"
"grpc-gateway","go","grpc-ecosystem/grpc-gateway","","https://github.com/grpc-ecosystem/grpc-gateway","https://github.com/grpc-ecosystem/grpc-gateway","2026-05-31T14:41:16+01:00"
"grpc-go","go","grpc/grpc-go","","https://github.com/grpc/grpc-go","https://grpc.io/","2026-05-31T14:41:16+01:00"
"grpc-httpjson-transcoding","c++","grpc-ecosystem/grpc-httpjson-transcoding","","https://github.com/grpc-ecosystem/grpc-httpjson-transcoding.git","https://github.com/grpc-ecosystem/grpc-httpjson-transcoding","2026-05-31T14:41:16+01:00"
"grpc-py","python","grpc/grpc","27729880","https://github.com/grpc/grpc","https://github.com/grpc/grpc","2026-05-31T14:41:16+01:00"
"grpc-swift","swift","grpc/grpc-swift","","https://github.com/grpc/grpc-swift","https://github.com/grpc/grpc-swift","2026-05-31T14:41:16+01:00"
"gson","jvm","google/gson","","https://github.com/google/gson","https://github.com/google/gson","2026-05-31T14:41:16+01:00"
"gss-ntlmssp","c","gssapi/gss-ntlmssp","","https://github.com/gssapi/gss-ntlmssp","https://github.com/gssapi/gss-ntlmssp","2026-05-31T14:41:16+01:00"
"gstreamer","c++","","","https://gitlab.freedesktop.org/gstreamer/gstreamer.git","https://gstreamer.freedesktop.org/","2026-05-31T14:41:16+01:00"
"guava","jvm","google/guava","","https://github.com/google/guava.git","https://github.com/google/guava","2026-05-31T14:41:16+01:00"
"guetzli","c++","google/guetzli","","https://github.com/google/guetzli","https://github.com/google/guetzli","2026-05-31T14:41:16+01:00"
"guice","jvm","google/guice","","https://github.com/google/guice.git","https://github.com/google/guice","2026-05-31T14:41:16+01:00"
"gunicorn","python","benoitc/gunicorn","390510","https://github.com/benoitc/gunicorn","https://github.com/benoitc/gunicorn","2026-05-31T14:41:16+01:00"
"gwt","jvm","gwtproject/gwt","","https://github.com/gwtproject/gwt/","https://www.gwtproject.org/","2026-05-31T14:41:16+01:00"
"h11","python","python-hyper/h11","57372073","https://github.com/python-hyper/h11","https://github.com/python-hyper/h11","2026-05-31T14:41:16+01:00"
"h2database","jvm","h2database/h2database","","https://github.com/h2database/h2database.git","https://h2database.com/","2026-05-31T14:41:16+01:00"
"h2o","c++","h2o/h2o","","https://github.com/h2o/h2o","https://github.com/h2o/h2o","2026-05-31T14:41:16+01:00"
"h3","c","uber/h3","","https://github.com/uber/h3","https://github.com/uber/h3","2026-05-31T14:41:16+01:00"
"h5py","python","h5py/h5py","5894962","https://github.com/h5py/h5py","https://github.com/h5py/h5py","2026-05-31T14:41:16+01:00"
"hadoop","jvm","apache/hadoop","","https://github.com/apache/hadoop/","https://hadoop.apache.org/","2026-05-31T14:41:16+01:00"
"halide","c++","halide/Halide","","https://github.com/halide/Halide","https://halide-lang.org/","2026-05-31T14:41:16+01:00"
"hamcrest","jvm","hamcrest/JavaHamcrest","","https://github.com/hamcrest/JavaHamcrest.git","http://hamcrest.org/","2026-05-31T14:41:16+01:00"
"haproxy","c++","haproxy/haproxy","","https://github.com/haproxy/haproxy","https://github.com/haproxy/haproxy","2026-05-31T14:41:16+01:00"
"harfbuzz","c++","harfbuzz/harfbuzz","5050525","https://github.com/harfbuzz/harfbuzz.git","https://github.com/harfbuzz/harfbuzz","2026-05-31T14:41:16+01:00"
"hcl","go","hashicorp/hcl","","https://github.com/hashicorp/hcl","https://github.com/hashicorp/hcl","2026-05-31T14:41:16+01:00"
"hdf5","c","HDFGroup/hdf5","258591100","https://github.com/HDFGroup/hdf5","https://www.hdfgroup.org/solutions/hdf5/","2026-05-31T14:41:16+01:00"
"hdrhistogram","jvm","HdrHistogram/HdrHistogram","","https://github.com/HdrHistogram/HdrHistogram.git","https://github.com/HdrHistogram/HdrHistogram.git","2026-05-31T14:41:16+01:00"
"helm","go","helm/helm","","https://github.com/helm/helm","https://helm.sh","2026-05-31T14:41:16+01:00"
"hermes","c++","facebook/hermes","154201259","https://github.com/facebook/hermes.git","https://github.com/facebook/hermes","2026-05-31T14:41:16+01:00"
"hibernate-orm","jvm","hibernate/hibernate-orm","","https://github.com/hibernate/hibernate-orm","https://hibernate.org/","2026-05-31T14:41:16+01:00"
"hibernate-validator","jvm","hibernate/hibernate-validator","","https://github.com/hibernate/hibernate-validator.git","https://github.com/hibernate/hibernate-validator","2026-05-31T14:41:16+01:00"
"highwayhash","c++","google/highwayhash","","https://github.com/google/highwayhash","https://github.com/google/highwayhash","2026-05-31T14:41:16+01:00"
"hikaricp","jvm","brettwooldridge/HikariCP","","https://github.com/brettwooldridge/HikariCP.git","https://github.com/brettwooldridge/HikariCP","2026-05-31T14:41:16+01:00"
"hiredis","c","redis/hiredis","673267","https://github.com/redis/hiredis","https://github.com/redis/hiredis","2026-05-31T14:41:16+01:00"
"hiredis-py","python","redis/hiredis-py","1303362","https://github.com/redis/hiredis-py","https://github.com/redis/hiredis-py","2026-05-31T14:41:16+01:00"
"hive","jvm","apache/hive","","https://github.com/apache/hive/tree/master/","https://hive.apache.org/","2026-05-31T14:41:16+01:00"
"hoextdown","c++","kjdev/hoextdown","","https://github.com/kjdev/hoextdown.git","https://github.com/kjdev/hoextdown","2026-05-31T14:41:16+01:00"
"hostap","c++","","","git://w1.fi/srv/git/hostap.git","https://w1.fi/cvs.html","2026-05-31T14:41:16+01:00"
"hpn-ssh","c++","rapier1/hpn-ssh","","https://github.com/rapier1/hpn-ssh.git","https://www.psc.edu/home-hpn-ssh","2026-05-31T14:41:16+01:00"
"hsqldb","jvm","","","https://svn.code.sf.net/p/hsqldb/svn/","www.hsqldb.org","2026-05-31T14:41:16+01:00"
"html2text","python","Alir3z4/html2text","17001672","https://github.com/Alir3z4/html2text","https://github.com/Alir3z4/html2text","2026-05-31T14:41:16+01:00"
"html5lib-python","python","html5lib/html5lib-python","9322649","https://github.com/html5lib/html5lib-python","https://github.com/html5lib/html5lib-python","2026-05-31T14:41:16+01:00"
"htmlunit","jvm","HtmlUnit/htmlunit","","https://github.com/HtmlUnit/htmlunit.git","https://htmlunit.sourceforge.io","2026-05-31T14:41:16+01:00"
"htslib","c++","samtools/htslib","","https://github.com/samtools/htslib.git","https://www.htslib.org/","2026-05-31T14:41:16+01:00"
"http-parser","c++","nodejs/http-parser","186749","https://github.com/nodejs/http-parser","https://github.com/nodejs/http-parser","2026-05-31T14:41:16+01:00"
"http-pattern-matcher","c++","google/http_pattern_matcher","","https://github.com/google/http_pattern_matcher.git","https://github.com/google/http_pattern_matcher","2026-05-31T14:41:16+01:00"
"httparse","rust","seanmonstar/httparse","31078679","https://github.com/seanmonstar/httparse","https://github.com/seanmonstar/httparse","2026-05-31T14:41:16+01:00"
"httpcomponents-client","jvm","apache/httpcomponents-client","","https://github.com/apache/httpcomponents-client.git","https://github.com/apache/httpcomponents-client","2026-05-31T14:41:16+01:00"
"httpcomponents-core","jvm","apache/httpcomponents-core","","https://github.com/apache/httpcomponents-core.git","https://github.com/apache/httpcomponents-core","2026-05-31T14:41:16+01:00"
"httpcore","python","encode/httpcore","237210639","https://github.com/encode/httpcore","https://github.com/encode/httpcore","2026-05-31T14:41:16+01:00"
"httplib2","python","httplib2/httplib2","53002916","https://github.com/httplib2/httplib2","https://github.com/httplib2/httplib2","2026-05-31T14:41:16+01:00"
"httpretty","python","gabrielfalcao/httpretty","","https://github.com/gabrielfalcao/httpretty","https://github.com/gabrielfalcao/httpretty","2026-05-31T14:41:16+01:00"
"httpx","python","encode/httpx","179492861","https://github.com/encode/httpx","https://github.com/encode/httpx","2026-05-31T14:41:16+01:00"
"hugo","go","gohugoio/hugo","","https://github.com/gohugoio/hugo","https://github.com/gohugoio/hugo","2026-05-31T14:41:16+01:00"
"hunspell","c++","hunspell/hunspell","37258357","https://github.com/hunspell/hunspell.git","https://hunspell.github.io/","2026-05-31T14:41:16+01:00"
"hwloc","c","open-mpi/hwloc","13098944","https://github.com/open-mpi/hwloc","https://github.com/open-mpi/hwloc","2026-05-31T14:41:16+01:00"
"hyperium","rust","","","https://github.com/hyperium/","https://github.com/hyperium/","2026-05-31T14:41:16+01:00"
"ibmswtpm2","c++","","","https://git.code.sf.net/p/ibmswtpm2/tpm2","https://sourceforge.net/projects/ibmswtpm2/","2026-05-31T14:41:16+01:00"
"ical4j","jvm","ical4j/ical4j","","https://github.com/ical4j/ical4j.git","https://github.com/ical4j/ical4j","2026-05-31T14:41:16+01:00"
"icalendar","python","collective/icalendar","2222138","https://github.com/collective/icalendar.git","https://icalendar.readthedocs.io/en/latest/","2026-05-31T14:41:16+01:00"
"icu","c++","unicode-org/icu","49244766","https://github.com/unicode-org/icu.git","https://icu.unicode.org","2026-05-31T14:41:16+01:00"
"idna","python","kjd/idna","10323585","https://github.com/kjd/idna","https://github.com/kjd/idna","2026-05-31T14:41:16+01:00"
"igraph","c","igraph/igraph","","https://github.com/igraph/igraph","https://github.com/igraph/igraph","2026-05-31T14:41:16+01:00"
"ijson","python","ICRAR/ijson","191300063","https://github.com/ICRAR/ijson","https://github.com/ICRAR/ijson","2026-05-31T14:41:16+01:00"
"image-png","rust","image-rs/image-png","34993365","https://github.com/image-rs/image-png","https://github.com/image-rs/image-png","2026-05-31T14:41:16+01:00"
"image-rs","rust","image-rs/image","20153092","https://github.com/image-rs/image","https://docs.rs/image/0.23.14/image","2026-05-31T14:41:16+01:00"
"imageio","python","imageio/imageio","9861437","https://github.com/imageio/imageio","https://imageio.github.io","2026-05-31T14:41:16+01:00"
"imagemagick","c++","imagemagick/imagemagick","35780977","https://github.com/imagemagick/imagemagick","https://www.imagemagick.org","2026-05-31T14:41:16+01:00"
"immer","c++","arximboldi/immer","","https://github.com/arximboldi/immer.git","https://sinusoid.es/immer","2026-05-31T14:41:16+01:00"
"importlib_metadata","python","python/importlib_metadata","306448340","https://github.com/python/importlib_metadata","https://github.com/python/importlib_metadata","2026-05-31T14:41:16+01:00"
"inchi","c","IUPAC-InChI/InChI","","https://github.com/IUPAC-InChI/InChI","https://www.inchi-trust.org/","2026-05-31T14:41:16+01:00"
"influxdb","go","influxdata/influxdb","","https://github.com/influxdata/influxdb","https://github.com/influxdata/influxdb","2026-05-31T14:41:16+01:00"
"iniconfig","python","pytest-dev/iniconfig","66012563","https://github.com/pytest-dev/iniconfig","https://github.com/pytest-dev/iniconfig","2026-05-31T14:41:16+01:00"
"inih","c","benhoyt/inih","32095406","https://github.com/benhoyt/inih","https://github.com/benhoyt/inih","2026-05-31T14:41:16+01:00"
"ion-java","jvm","amazon-ion/ion-java","","https://github.com/amazon-ion/ion-java/","https://github.com/amazon-ion/ion-java/","2026-05-31T14:41:16+01:00"
"ipaddress","python","phihag/ipaddress","7996380","https://github.com/phihag/ipaddress","https://github.com/phihag/ipaddress","2026-05-31T14:41:16+01:00"
"iperf","c++","esnet/iperf","17183871","https://github.com/esnet/iperf","https://github.com/esnet/iperf","2026-05-31T14:41:16+01:00"
"ipfs","go","ipfs/go-datastore","","https://github.com/ipfs/go-datastore","https://github.com/ipfs/go-datastore","2026-05-31T14:41:16+01:00"
"ipp-usb","go","OpenPrinting/ipp-usb","","https://github.com/OpenPrinting/ipp-usb","https://github.com/OpenPrinting/ipp-usb","2026-05-31T14:41:16+01:00"
"ipykernel","python","ipython/ipykernel","33655535","https://github.com/ipython/ipykernel","https://github.com/ipython/ipykernel","2026-05-31T14:41:16+01:00"
"ipython","python","ipython/ipython","658518","https://github.com/ipython/ipython","ipython.readthedocs.org","2026-05-31T14:41:16+01:00"
"iroha","c++","hyperledger/iroha","","https://github.com/hyperledger/iroha.git","https://github.com/hyperledger/iroha","2026-05-31T14:41:16+01:00"
"irssi","c++","irssi/irssi","","https://github.com/irssi/irssi","https://github.com/irssi/irssi","2026-05-31T14:41:16+01:00"
"isodate","python","gweis/isodate","6449370","https://github.com/gweis/isodate","https://github.com/gweis/isodate","2026-05-31T14:41:16+01:00"
"istio","go","istio/istio","","https://github.com/istio/istio","https://github.com/istio/istio","2026-05-31T14:41:16+01:00"
"istio-ztunnel","rust","istio/ztunnel","","https://github.com/istio/ztunnel","https://github.com/istio/ztunnel","2026-05-31T14:41:16+01:00"
"itext7","jvm","itext/itext7","","https://github.com/itext/itext7","https://itextpdf.com/products/itext-7","2026-05-31T14:41:16+01:00"
"itoa","rust","dtolnay/itoa","61962375","https://github.com/dtolnay/itoa","https://github.com/dtolnay/itoa","2026-05-31T14:41:16+01:00"
"itsdangerous","python","pallets/itsdangerous","1945034","https://github.com/pallets/itsdangerous","https://github.com/pallets/itsdangerous","2026-05-31T14:41:16+01:00"
"iverilog","c++","steveicarus/iverilog","","https://github.com/steveicarus/iverilog","https://steveicarus.github.io/iverilog","2026-05-31T14:41:16+01:00"
"ja3","python","salesforce/ja3","","https://github.com/salesforce/ja3.git","https://engineering.salesforce.com/tls-fingerprinting-with-ja3-and-ja3s-247362855967/","2026-05-31T14:41:16+01:00"
"jackson-core","jvm","FasterXML/jackson-core","","https://github.com/FasterXML/jackson-core","https://github.com/FasterXML/jackson-core","2026-05-31T14:41:16+01:00"
"jackson-databind","jvm","FasterXML/jackson-databind","","https://github.com/FasterXML/jackson-databind.git","https://github.com/FasterXML/jackson-databind","2026-05-31T14:41:16+01:00"
"jackson-dataformat-xml","jvm","FasterXML/jackson-dataformat-xml","","https://github.com/FasterXML/jackson-dataformat-xml","https://github.com/FasterXML/jackson-dataformat-xml","2026-05-31T14:41:16+01:00"
"jackson-dataformats-binary","jvm","FasterXML/jackson-dataformats-binary","","https://github.com/FasterXML/jackson-dataformats-binary","https://github.com/FasterXML/jackson-dataformats-binary","2026-05-31T14:41:16+01:00"
"jackson-dataformats-text","jvm","FasterXML/jackson-dataformats-text","","https://github.com/FasterXML/jackson-dataformats-text","https://github.com/FasterXML/jackson-dataformats-text","2026-05-31T14:41:16+01:00"
"jackson-datatype-joda","jvm","FasterXML/jackson-datatype-joda","","https://github.com/FasterXML/jackson-datatype-joda","https://github.com/FasterXML/jackson-datatype-joda","2026-05-31T14:41:16+01:00"
"jackson-datatypes-collections","jvm","FasterXML/jackson-datatypes-collections","","https://github.com/FasterXML/jackson-datatypes-collections","https://github.com/FasterXML/jackson-datatypes-collections","2026-05-31T14:41:16+01:00"
"jackson-modules-java8","jvm","FasterXML/jackson-modules-java8","","https://github.com/FasterXML/jackson-modules-java8.git","https://github.com/FasterXML/jackson-modules-java8","2026-05-31T14:41:16+01:00"
"jakarta-mail-api","jvm","eclipse-ee4j/mail","","https://github.com/eclipse-ee4j/mail.git","https://eclipse-ee4j.github.io/mail","2026-05-31T14:41:16+01:00"
"janet","c++","janet-lang/janet","","https://github.com/janet-lang/janet","https://github.com/janet-lang/janet","2026-05-31T14:41:16+01:00"
"janino","jvm","janino-compiler/janino","","https://github.com/janino-compiler/janino.git","http://janino-compiler.github.io/janino/","2026-05-31T14:41:16+01:00"
"jansi","jvm","fusesource/jansi","","https://github.com/fusesource/jansi","https://github.com/fusesource/jansi","2026-05-31T14:41:16+01:00"
"jansson","c++","akheron/jansson","183362","https://github.com/akheron/jansson.git","https://github.com/akheron/jansson","2026-05-31T14:41:16+01:00"
