repo,2021,2022,2023,2024,2025,2021-2025
alliedmodders/sourcemod,38,35,33,20,21,66
allinurl/goaccess,12,11,15,10,15,49
almamu/linux-wallpaperengine,1,5,6,3,8,18
alols/xcape,0,0,0,0,0,0
aloshi/emulationstation,0,0,0,0,0,0
alpha-liu-01/speedynote,0,0,0,0,6,6
altdesktop/playerctl,6,0,0,0,0,6
altramayor/f3,4,3,2,2,9,17
altramayor/gatekeeper,4,3,3,2,1,4
am0nsec/hellsgate,1,0,0,0,0,1
amadvance/snapraid,1,2,4,3,7,13
amanieu/asyncplusplus,2,2,0,0,0,4
amanieu/parking_lot,0,0,0,0,0,115
ambrosiogabe/mathanimation,1,2,3,1,0,4
amerkoleci/vortice.windows,7,9,7,2,5,22
amhndu/simplenes,0,4,1,6,1,9
ammarahm-ed/react-native-mmkv-storage,18,14,9,6,2,42
ammen99/wf-recorder,3,12,10,7,12,33
amnezia-vpn/amnezia-client,8,15,15,34,26,74
amov-lab/prometheus,5,9,7,7,7,16
amule-project/amule,5,3,4,5,6,18
amzeratul/halley,5,4,4,4,5,7
anael-seghezzi/ctoy,0,1,1,1,0,1
analogdevicesinc/no-os,17,17,31,40,45,81
andersbakken/rtags,4,2,2,4,2,8
andialbrecht/sqlparse,0,0,0,0,0,92
andlabs/libui,0,0,0,0,0,0
andmarti1424/sc-im,10,4,11,7,2,28
andreaorru/laines,0,0,0,0,1,1
andreas-mausch/whatsapp-viewer,1,1,0,0,0,1
andreasfertig/cppinsights,2,3,3,4,3,10
andrei-markeev/ts2c,0,0,0,1,1,1
andrewrk/libsoundio,0,1,1,0,0,2
andrewrk/node-pend,0,0,0,0,0,1
andrewssobral/bgslibrary,0,0,0,0,0,0
andrivet/advobfuscator,0,0,0,0,2,2
android/ndk-samples,5,8,5,5,4,24
ands/lightmapper,0,1,0,0,0,1
andyperlitch/jsbn,0,0,0,0,0,8
anestisb/vdexextractor,0,0,0,0,0,0
angband/angband,16,12,13,10,9,39
ange-yaghi/engine-sim,1,6,1,0,0,6
angelkitty/review_the_national_post-graduate_entrance_examination,0,0,0,0,0,0
angelmonica126/graphicalgorithm,1,1,0,0,0,1
angelo1211/hybridrenderingengine,0,0,0,0,0,0
angular/angular-cli,22,22,17,16,22,42
angusjohnson/clipper2,0,0,0,0,0,0
anhkgg/superdllhijack,1,0,0,0,0,1
anhkgg/superrdp,1,1,1,0,0,1
anhkgg/superwechatpc,0,0,0,0,0,0
ankerleng/cpp-0-1-resource,0,0,0,0,0,0
ankitdhall/lidar_camera_calibration,1,0,1,0,0,1
annotated-types/annotated-types,0,0,0,0,0,21
ansem-sod/picofly,0,0,2,0,0,2
answer-huang/dsymtools,0,0,1,1,0,1
answerdotai/gpu.cpp,0,0,0,13,2,13
ansyun/dpdk-ans,1,0,0,0,0,1
anthwlock/untrunc,1,0,1,1,5,7
antimicrox/antimicrox,4,24,22,17,18,72
antimof/uxplay,4,1,3,1,5,10
antirez/disque,0,0,0,0,0,0
antirez/dump1090,0,0,0,1,0,1
antirez/hping,0,0,0,0,0,0
antirez/iris.c,0,0,0,0,0,0
antirez/kilo,0,0,0,0,0,0
antirez/linenoise,0,0,1,1,2,4
antirez/neural-redis,0,0,0,0,0,0
antirez/rax,0,0,0,0,0,0
antirez/sds,0,1,0,0,1,2
antirez/smallchat,0,0,7,0,0,7
antirez/smaz,0,0,0,0,0,0
antirez/voxtral.c,0,0,0,0,0,0
antoniococo/remotepotato0,1,1,0,0,0,1
antoniococo/roguepotato,0,0,0,0,0,0
antonk52/lilconfig,0,0,0,0,0,10
antsx/ants,10,6,6,7,5,19
anttwo/sugar,0,0,1,1,0,1
any1/wayvnc,3,8,7,6,6,22
anybotics/elevation_mapping,0,0,0,0,0,0
anybotics/grid_map,5,10,9,6,3,15
anyrtcio-community/anyrtc-rtmp-opensource,1,4,3,1,1,5
aoapc-book/aoapc-bac2nd,0,0,0,0,0,0
aomediacodec/libavif,22,18,22,21,18,63
aorimn/dislocker,6,2,4,0,9,19
apache/age,19,43,36,26,7,87
apache/airflow,40,59,55,57,67,412
apache/arrow,57,65,53,51,38,369
apache/arrow-rs,0,0,0,0,0,413
apache/brpc,20,34,40,29,30,80
apache/cloudberry,19,67,78,61,23,97
apache/guacamole-server,9,7,11,11,10,33
apache/httpd,10,11,11,10,8,13
apache/impala,29,35,35,31,29,53
apache/incubator-pegasus,18,21,12,10,10,39
apache/kudu,14,18,15,14,13,25
apache/kvrocks,9,33,38,45,33,98
apache/mesos,4,4,1,5,0,7
apache/nuttx,42,52,64,72,60,91
apache/openoffice,9,6,7,9,7,19
apache/singa,9,8,10,23,15,35
apache/thrift,20,16,15,17,17,46
apache/trafficserver,33,35,33,26,23,53
aphrodite-engine/aphrodite-engine,0,0,15,61,7,75
apitrace/apitrace,13,9,12,6,12,37
apolloauto/apollo,22,18,11,3,1,33
apoorvnandan/tensor.h,0,0,0,1,1,1
appimage/appimagekit,2,4,2,2,0,7
appjs/appjs,0,0,0,0,0,0
apple-oss-distributions/xnu,0,1,1,1,1,1
apple/darwin-xnu,0,0,0,0,0,0
apple/foundationdb,51,55,45,22,18,78
applenob/cpp_primer_practice,5,6,7,1,1,19
appleseedhq/appleseed,5,1,1,0,2,8
appneta/tcpreplay,7,6,6,8,3,23
appspa/app-space,0,0,1,2,0,2
appunite/androidffmpeg,0,0,0,0,0,0
apress/ray-tracing-gems,1,0,0,0,0,1
april-zju/lidar_imu_calib,0,0,0,0,0,0
aprilrobotics/apriltag,9,15,11,10,9,44
apsaradb/polardb-for-postgresql,29,26,25,32,36,52
arangodb/arangodb,29,29,29,23,24,47
aras-p/clangbuildanalyzer,7,1,2,4,2,11
aras-p/glsl-optimizer,0,0,0,0,0,0
aras-p/toypathtracer,1,1,1,1,1,1
aravisproject/aravis,12,14,10,12,6,43
archagon/sensible-side-buttons,0,0,0,0,0,0
archlinux/linux,0,0,0,0,0,0
ardagnir/athame,0,0,0,0,0,0
ardatan/graphql-tools,0,0,0,0,0,376
ardatan/whatwg-node,0,0,0,0,0,28
ardera/flutter-pi,2,7,9,4,3,18
ardour/ardour,24,22,28,23,24,51
arduino-irremote/arduino-irremote,0,0,0,0,0,0
arduino/arduinocore-avr,10,3,2,1,1,12
ardupilot/ardupilot,52,50,54,49,45,68
arendst/tasmota,5,22,28,26,20,43
ares-emulator/ares,16,23,29,31,28,77
argman/east,0,0,0,0,0,0
argotorg/solidity,19,29,23,18,14,46
aria2/aria2,5,7,3,3,0,15
arinerron/cve-2022-0847-dirtypipe-exploit,0,1,0,0,0,1
aristocratos/btop,9,25,17,15,48,93
aristocratos/btop4win,0,2,0,1,2,4
arjun024/mkernel,0,0,0,0,0,0
arkdb/inception,0,1,0,0,0,1
arkhipenko/taskscheduler,2,1,1,1,1,2
arkhipov/temporal_tables,2,0,1,2,0,4
arkime/arkime,15,16,16,12,10,47
arkingc/note,0,0,1,0,0,1
arm-software/arm-trusted-firmware,49,52,49,49,43,76
arm-software/armnn,33,24,20,18,9,53
arm-software/astc-encoder,11,7,6,5,2,22
arm-software/computelibrary,25,27,26,32,21,66
arm-software/ml-kws-for-mcu,0,0,0,0,0,0
armink/cmbacktrace,1,4,3,4,1,10
armink/easyflash,1,3,3,0,1,7
armink/easylogger,2,7,2,4,0,14
armink/flashdb,8,9,16,14,4,46
armink/freemodbus_slave-master-rtt-stm32,1,0,0,0,0,1
armink/sfud,5,5,4,2,2,15
armmbed/daplink,19,10,4,3,1,22
armmbed/mbed-os,24,5,4,3,0,24
armon/bloomd,0,2,0,0,0,2
armory3d/armortools,7,4,4,5,6,14
armory3d/armory,15,12,12,8,4,26
arnaud-lb/php-rdkafka,8,2,3,6,3,15
arq5x/bedtools2,10,7,3,2,2,16
arrayfire/arrayfire,5,10,7,8,11,20
artelnics/opennn,13,14,8,12,12,35
artem-ogre/cdt,4,2,3,1,2,8
arthepsy/cve-2021-4034,0,1,0,0,0,1
arthursonzogni/diagon,5,6,1,4,1,13
arthursonzogni/ftxui,10,19,13,29,32,89
artifexsoftware/mupdf,4,7,6,6,7,14
artikash/textractor,6,4,3,0,0,9
artivis/manif,6,2,3,4,3,10
arturadib/node-qt,0,0,0,0,0,0
arut/nginx-rtmp-module,1,0,0,1,0,1
arvidn/libtorrent,16,12,14,11,7,38
arx/arxlibertatis,22,3,4,1,0,25
arximboldi/immer,4,10,10,8,6,32
asb2m10/dexed,3,4,1,2,3,8
asc-community/mxengine,4,1,2,2,0,5
ascotbe/kernelhub,2,1,1,0,0,2
asdcorp/ohook,0,0,1,1,0,1
aseprite/aseprite,15,11,27,15,11,56
asg017/sqlite-vec,0,0,0,13,4,16
asg017/sqlite-vss,0,1,14,1,0,14
ashampoosystems/boden,0,0,0,0,0,0
ashima/webgl-noise,1,0,0,2,0,2
ashishgup1/competitive-coding,0,0,0,0,0,0
ashtf8/pocketmage_pda,0,0,0,1,9,9
ashvardanian/less_slow.cpp,0,1,1,4,7,9
ashvardanian/simsimd,0,0,6,37,16,55
ashvardanian/stringzilla,0,1,7,35,23,57
aslody/turbodex,0,0,0,0,0,0
aslody/whale,0,0,0,0,0,0
asmjit/asmjit,3,8,9,4,5,23
asmuth/clip,0,0,0,0,0,0
asmvik/skhd,0,0,1,0,1,1
asmvik/yabai,1,2,1,1,2,3
aspjt/dungeontemplatelibrary,1,1,1,1,1,2
assert-rs/snapbox,0,0,0,0,0,18
assimp/assimp,31,17,20,14,13,53
astanin/python-tabulate,0,0,0,0,0,0
asterisk/asterisk,25,21,22,24,23,48
astral-sh/ruff,1,20,50,49,60,452
astrand/xclip,2,1,1,2,2,7
astrathreshold/oled-ui-astra,0,0,0,3,1,3
astronautlevel2/anemone3ds,4,2,0,9,1,11
async-profiler/async-profiler,9,8,9,16,19,44
atar-axis/xpadneo,6,5,6,6,5,24
ataradov/usb-sniffer,0,0,1,1,3,3
atc1441/atc_mithermometer,8,3,1,0,1,10
atcoder/ac-library,5,5,7,1,3,16
atmosphere-nx/atmosphere,16,4,4,5,6,25
atomicobject/heatshrink,0,0,0,0,0,0
attractivechaos/klib,1,0,2,1,1,2
aubio/aubio,0,0,0,0,0,0
auburn/fastnoise2,7,3,3,7,3,17
audacious-media-player/audacious,5,6,6,6,2,17
audacity/audacity,40,24,24,24,12,71
audio4linux/jdsp4linux,4,5,6,6,5,19
audiorouterdev/audio-router,0,0,0,0,0,0
audreyt/node-webworker-threads,1,0,0,0,0,1
autoas/as-deprecated,1,0,1,0,0,1
autodiff/autodiff,8,6,4,8,1,19
autohotkey/autohotkey,4,5,6,5,4,13
autohotkey/autohotkey-v1.0,0,1,0,0,0,1
autotools-mirror/autoconf,0,0,0,0,0,88
autotools-mirror/libtool,0,0,0,0,0,149
autotools-mirror/m4,0,0,0,0,0,13
autowarefoundation/autoware_universe,36,53,66,71,69,96
avahi/avahi,1,9,12,19,17,47
avast/retdec,11,10,5,3,1,18
avrdudes/avrdude,5,23,18,15,7,44
awawa-dev/hyperhdr,1,5,8,9,9,23
awesome-harmonyos/harmonyos,1,0,0,0,0,1
aws/aws-cli,18,19,17,15,17,331
aws/aws-iot-device-sdk-embedded-c,25,14,15,5,9,43
aws/aws-sdk-cpp,6,12,29,26,20,66
aws/aws-sdk-js-crypto-helpers,0,0,0,0,0,25
aws/aws-sdk-js-v3,23,21,24,26,11,158
aws/pgactive,1,0,6,3,4,9
aws/s2n-tls,37,29,27,21,15,61
awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,17,4,23,27,8,39
axboe/fio,29,24,16,15,13,54
axboe/liburing,21,30,23,24,23,72
axel-download-accelerator/axel,0,0,0,0,0,0
axiomatic-systems/bento4,6,7,7,8,8,28
axios/axios,0,0,0,0,0,439
axmolengine/axmol,5,15,24,27,25,55
axxaxx/axxsolder,0,0,1,8,6,12
ayoubfaouzi/al-khaser,7,1,4,6,5,22
ayoubfaouzi/cpu-internals,1,0,0,0,0,1
ayushsharma82/esp-dash,1,1,2,2,2,2
azagaya/laigter,6,2,2,2,3,10
azahar-emu/azahar,17,24,33,27,8,51
azerothcore/azerothcore-wotlk,63,48,52,44,42,91
azure/azure-sdk-for-js,52,53,48,48,53,395
azure/azure-sdk-for-python,45,60,54,64,61,401
azure/msrest-for-python,,,,,,22
azuread/microsoft-authentication-library-for-python,0,0,0,0,0,41
b-con/crypto-algorithms,0,0,0,0,0,0
b4rtaz/distributed-llama,0,0,1,3,9,10
b4winckler/macvim,0,0,0,0,0,0
babel/babel,24,22,14,9,9,409
babel/babel-polyfills,0,0,0,0,0,23
babelouest/ulfius,3,4,2,2,0,7
babitmf/bmf,0,4,11,13,14,29
baidu-research/deepbench,0,0,0,0,0,0
baidu/anyq,0,0,0,0,0,0
baidu/baikaldb,3,6,9,4,2,9
baidu/bfs,0,0,0,0,0,0
baidu/bigflow,0,1,0,0,0,1
baidu/braft,11,5,4,5,0,22
baidu/dperf,1,3,5,4,2,11
baidu/familia,1,0,0,0,0,1
baidu/lac,1,0,0,0,0,1
baidu/openrasp,7,11,2,0,2,13
baidu/sofa-pbrpc,0,1,0,0,0,1
baidu/tera,0,0,0,0,0,0
bakkeby/dwm-flexipatch,5,4,4,4,5,17
balazsjako/imguicolortextedit,0,0,0,0,1,1
baldurk/renderdoc,15,17,18,21,21,49
balloonwj/flamingo,1,0,1,1,0,1
bambulab/bambustudio,0,18,37,45,58,98
banach-space/llvm-tutor,7,7,10,7,5,32
bandarhl/bhtwitter,1,3,5,5,5,15
banjorecomp/banjorecomp,0,0,0,0,6,6
baoboa/pyqt5,0,0,0,0,0,0
bareflank/hypervisor,3,0,0,0,0,3
bareos/bareos,17,15,12,19,13,38
baresip/baresip,25,19,13,14,20,54
barry-ran/qtscrcpy,8,5,1,4,9,22
bartobri/no-more-secrets,4,1,1,1,1,4
basedhardware/openglass,0,0,0,8,2,9
basil00/windivert,1,2,0,0,0,2
baskerville/bspwm,3,6,3,3,2,12
baskerville/sxhkd,1,2,2,0,3,7
batchdrake/sigdigger,3,2,3,4,2,9
bats3c/darkloadlibrary,3,0,0,0,0,3
bats3c/shad0w,0,0,0,0,0,0
battelle/movfuscator,0,0,0,0,0,0
baumgarr/nixnote2,0,0,0,0,0,0
bb-qq/r8152,0,0,0,0,0,0
bbc/audiowaveform,2,2,2,2,2,6
bblanchon/arduinojson,7,3,2,4,1,13
bbuchfink/diamond,5,2,4,6,7,16
bcn3d/bcn3d-moveo,0,0,0,0,0,0
bcrypt-ruby/bcrypt-ruby,7,3,6,5,1,17
bdamele/icmpsh,0,0,0,0,0,0
bdring/fluidnc,6,20,13,14,14,47
bdwgc/bdwgc,10,14,18,10,12,165
beanstalkd/beanstalkd,3,3,1,0,5,12
beatgammit/base64-js,0,0,0,0,0,11
beefytech/beef,17,14,15,12,16,38
begeekmyfriend/bplustree,0,1,1,0,0,1
begeekmyfriend/leetcode,4,0,1,1,1,4
begeekmyfriend/yasea,2,0,0,1,0,2
begla/intrinsic,1,0,1,0,0,1
behaviortree/behaviortree.cpp,10,22,10,17,22,64
bellard/mquickjs,0,0,0,0,4,4
bellard/quickjs,1,1,3,15,2,17
ben-strasser/fast-cpp-csv-parser,0,0,0,0,0,0
benbuck/rbtray,2,3,0,0,2,4
benhoyt/inih,0,0,0,0,0,0
benjamin-dobell/heimdall,2,0,0,0,0,2
benjaminp/six,0,0,0,0,0,59
benkuper/chataigne,2,7,10,6,8,21
bepaald/signalbackup-tools,1,1,1,1,1,1
berdav/cve-2021-4034,0,7,0,0,0,7
berkeley-abc/abc,6,12,15,25,20,54
bernardogiordano/checkpoint,6,1,1,2,1,7
berry-lang/berry,5,3,7,5,6,18
berthubert/googerteller,0,5,0,1,0,5
bespokesynth/bespokesynth,27,17,15,23,13,64
besser82/libxcrypt,0,0,0,0,0,26
betaflight/betaflight,21,19,18,18,14,36
bigtreetech/bigtreetech-skr-mini-e3,3,3,1,0,2,6
bigtreetech/bigtreetech-skr-v1.3,0,0,0,0,0,0
bigtreetech/bigtreetech-touchscreenfirmware,36,16,15,6,2,49
bilibili/ijkplayer,1,0,0,0,0,1
bill-haku/kawaii-gcc,0,0,4,6,5,11
binbyu/reader,3,2,2,0,1,5
bincode-org/bincode,,,,,,1
bingoogolapple/bgaqrcode-android,1,0,0,1,0,1
binji/pokegb,2,0,1,0,0,2
binomialllc/basis_universal,13,7,2,2,9,24
biometrics/openbr,4,4,4,4,9,11
bionus/imgbrd-grabber,8,8,5,5,3,24
bitcoin-abc/bitcoin-abc,50,42,36,30,18,63
bitcoin-core/secp256k1,18,11,14,19,17,42
bitcoin/bitcoin,58,53,52,51,51,78
bitcookies/winrar-keygen,2,3,2,2,1,6
bitcraze/crazyflie-firmware,20,18,19,10,19,52
bitdefender/bddisasm,3,3,3,7,4,10
bitfieldaudio/otto,2,1,1,0,0,2
bitflags/bitflags,0,0,0,0,0,86
bitfunnel/nativejit,0,0,0,0,0,0
bitmaker-hub/nerdminer_v2,0,0,19,22,9,38
bitshares/bitshares-core,6,3,2,2,1,10
bittorrent/libutp,0,0,0,0,0,0
bjornbytes/lovr,7,14,8,7,9,29
