repo,year,first_date,last_date
mayaposch/nymphcast,2024,2024-01-14,2024-12-21
mayaposch/nymphcast,2025,2025-01-05,2026-01-03
mayerui/sudoku,2021,2021-04-18,2021-04-24
mayerui/sudoku,2022,2022-11-27,2022-12-03
mayerui/sudoku,2023,2023-01-08,2023-05-20
mayerui/sudoku,2024,2024-01-14,2024-12-14
mayerui/sudoku,2025,2025-04-20,2025-06-07
mazharmik/interview_ds_algo,2021,2021-01-03,2021-10-02
mazharmik/interview_ds_algo,2022,2022-04-10,2022-12-31
mazharmik/interview_ds_algo,2023,2023-01-01,2024-01-06
mazharmik/interview_ds_algo,2024,2024-01-07,2025-01-04
mazharmik/interview_ds_algo,2025,2025-01-05,2026-01-03
mbasso/asm-dom,2022,2022-06-19,2022-06-25
mbebenita/broadway,2022,2022-07-10,2022-07-16
mbed-tls/mbedtls,2021,2021-01-03,2022-01-01
mbed-tls/mbedtls,2022,2022-01-02,2022-12-31
mbed-tls/mbedtls,2023,2023-01-01,2024-01-06
mbed-tls/mbedtls,2024,2024-01-07,2025-01-04
mbed-tls/mbedtls,2025,2025-01-05,2026-01-03
mborgerding/kissfft,2021,2021-01-17,2021-10-23
mborgerding/kissfft,2024,2024-11-17,2024-11-23
mborgerding/kissfft,2025,2025-02-09,2025-11-29
mcallegari/qlcplus,2021,2021-01-03,2022-01-01
mcallegari/qlcplus,2022,2022-01-02,2022-12-31
mcallegari/qlcplus,2023,2023-01-01,2024-01-06
mcallegari/qlcplus,2024,2024-01-07,2025-01-04
mcallegari/qlcplus,2025,2025-01-05,2026-01-03
mchehab/zbar,2021,2021-01-03,2021-11-20
mchehab/zbar,2022,2022-01-30,2022-11-26
mchehab/zbar,2023,2023-03-05,2023-08-12
mchehab/zbar,2024,2024-01-07,2024-01-13
mcmilk/7-zip-zstd,2021,2021-01-31,2021-12-18
mcmilk/7-zip-zstd,2022,2022-08-07,2022-10-22
mcmilk/7-zip-zstd,2023,2023-01-15,2023-09-30
mcmilk/7-zip-zstd,2024,2024-04-21,2024-12-21
mcmilk/7-zip-zstd,2025,2025-02-09,2026-01-03
mcnopper/opengl,2022,2022-01-02,2022-05-21
mcnopper/opengl,2025,2025-01-12,2025-12-20
mcu-tools/mcuboot,2021,2021-01-03,2022-01-01
mcu-tools/mcuboot,2022,2022-01-02,2022-12-24
mcu-tools/mcuboot,2023,2023-01-01,2024-01-06
mcu-tools/mcuboot,2024,2024-01-07,2025-01-04
mcu-tools/mcuboot,2025,2025-01-05,2025-12-27
mcudude/minicore,2021,2021-01-03,2021-12-25
mcudude/minicore,2022,2022-08-14,2022-12-31
mcudude/minicore,2023,2023-01-01,2023-12-30
mcudude/minicore,2024,2024-02-04,2024-11-23
mcudude/minicore,2025,2025-02-02,2025-12-06
mcyoloswagham/win3wm,2021,2021-02-14,2021-09-04
mdbtools/mdbtools,2021,2021-01-03,2021-10-30
mdbtools/mdbtools,2022,2022-01-23,2022-12-17
mdbtools/mdbtools,2023,2023-01-29,2023-10-14
mdbtools/mdbtools,2024,2024-02-11,2024-12-28
mdbtools/mdbtools,2025,2025-05-18,2025-10-25
mdias/rs_asio,2021,2021-01-03,2021-12-25
mdias/rs_asio,2022,2022-01-02,2022-12-24
mdias/rs_asio,2023,2023-01-08,2024-01-06
mdias/rs_asio,2024,2024-01-07,2025-01-04
mdias/rs_asio,2025,2025-01-05,2025-12-27
meckazin/chromekatz,2023,2023-12-03,2023-12-16
meckazin/chromekatz,2024,2024-01-21,2024-11-30
meckazin/chromekatz,2025,2025-08-24,2025-09-20
mediaarea/mediainfo,2021,2021-01-03,2021-12-04
mediaarea/mediainfo,2022,2022-02-06,2022-11-12
mediaarea/mediainfo,2023,2023-01-01,2023-12-16
mediaarea/mediainfo,2024,2024-01-14,2025-01-04
mediaarea/mediainfo,2025,2025-01-05,2026-01-03
medusalix/xone,2021,2021-06-27,2021-12-11
medusalix/xone,2022,2022-01-16,2022-06-11
medusalix/xone,2023,2023-01-08,2024-01-06
medusalix/xone,2024,2024-01-07,2024-04-27
medusalix/xone,2025,2025-12-21,2025-12-27
medusalix/xow,2021,2021-01-03,2021-10-09
medusalix/xow,2022,2022-03-20,2022-04-30
meetecho/janus-gateway,2021,2021-01-03,2022-01-01
meetecho/janus-gateway,2022,2022-01-02,2022-12-31
meetecho/janus-gateway,2023,2023-01-01,2023-12-23
meetecho/janus-gateway,2024,2024-01-07,2024-12-21
meetecho/janus-gateway,2025,2025-01-05,2025-12-06
megafunk/masssample,2022,2022-03-13,2022-12-31
megafunk/masssample,2023,2023-01-01,2023-12-30
megafunk/masssample,2024,2024-04-14,2024-11-16
megafunk/masssample,2025,2025-04-06,2025-11-15
megamarc/tilengine,2021,2021-01-03,2021-11-27
megamarc/tilengine,2022,2022-01-09,2022-11-19
megamarc/tilengine,2023,2023-01-29,2023-02-25
megamarc/tilengine,2024,2024-02-25,2024-10-05
megamarc/tilengine,2025,2025-12-28,2026-01-03
meganz/megacmd,2021,2021-01-10,2021-12-18
meganz/megacmd,2022,2022-01-09,2022-12-03
meganz/megacmd,2023,2023-02-05,2024-01-06
meganz/megacmd,2024,2024-01-07,2025-01-04
meganz/megacmd,2025,2025-01-05,2025-12-20
meganz/megasync,2021,2021-01-03,2022-01-01
meganz/megasync,2022,2022-01-02,2022-12-31
meganz/megasync,2023,2023-01-01,2024-01-06
meganz/megasync,2024,2024-01-07,2025-01-04
meganz/megasync,2025,2025-01-05,2026-01-03
meganz/sdk,2021,2021-01-03,2022-01-01
meganz/sdk,2022,2022-01-02,2022-12-31
meganz/sdk,2023,2023-01-01,2024-01-06
meganz/sdk,2024,2024-01-07,2025-01-04
meganz/sdk,2025,2025-01-05,2026-01-03
megengine/megengine,2021,2021-01-03,2022-01-01
megengine/megengine,2022,2022-01-02,2022-12-31
megengine/megengine,2023,2023-01-01,2024-01-06
megengine/megengine,2024,2024-01-07,2024-10-26
meiqua/shape_based_matching,2021,2021-02-21,2021-02-27
meituan-dianping/logan,2021,2021-04-18,2021-09-11
meituan-dianping/logan,2022,2022-06-12,2022-11-26
meituan-dianping/logan,2023,2023-02-26,2023-10-07
meituan-dianping/logan,2024,2024-05-05,2024-05-11
melonds-emu/melonds,2021,2021-01-03,2022-01-01
melonds-emu/melonds,2022,2022-01-02,2022-11-26
melonds-emu/melonds,2023,2023-01-01,2024-01-06
melonds-emu/melonds,2024,2024-01-07,2024-12-28
melonds-emu/melonds,2025,2025-01-12,2026-01-03
memcached/memcached,2021,2021-02-21,2021-12-18
memcached/memcached,2022,2022-01-09,2022-12-17
memcached/memcached,2023,2023-01-01,2023-12-02
memcached/memcached,2024,2024-01-07,2025-01-04
memcached/memcached,2025,2025-01-12,2025-12-20
memgraph/memgraph,2021,2021-01-10,2021-12-18
memgraph/memgraph,2022,2022-01-02,2022-12-24
memgraph/memgraph,2023,2023-01-08,2024-01-06
memgraph/memgraph,2024,2024-01-07,2025-01-04
memgraph/memgraph,2025,2025-01-05,2026-01-03
memononen/nanosvg,2021,2021-03-28,2021-09-04
memononen/nanosvg,2022,2022-04-03,2022-12-10
memononen/nanosvg,2023,2023-09-17,2023-12-30
memononen/nanosvg,2024,2024-12-15,2024-12-21
memononen/nanosvg,2025,2025-09-14,2025-11-22
memononen/nanovg,2021,2021-10-31,2021-12-04
memononen/nanovg,2022,2022-01-09,2022-10-01
memononen/nanovg,2023,2023-08-20,2023-08-26
memtest86plus/memtest86plus,2022,2022-02-06,2022-12-31
memtest86plus/memtest86plus,2023,2023-01-01,2023-12-02
memtest86plus/memtest86plus,2024,2024-01-07,2024-12-07
memtest86plus/memtest86plus,2025,2025-01-26,2025-11-29
mendersoftware/mender,2021,2021-01-10,2021-12-25
mendersoftware/mender,2022,2022-01-09,2022-12-31
mendersoftware/mender,2023,2023-01-01,2024-01-06
mendersoftware/mender,2024,2024-01-07,2025-01-04
mendersoftware/mender,2025,2025-01-05,2025-12-27
merbanan/rtl_433,2021,2021-01-03,2022-01-01
merbanan/rtl_433,2022,2022-01-02,2022-12-31
merbanan/rtl_433,2023,2023-01-08,2024-01-06
merbanan/rtl_433,2024,2024-01-14,2025-01-04
merbanan/rtl_433,2025,2025-01-05,2026-01-03
meshcore-dev/meshcore,2025,2025-01-26,2026-01-03
meshtastic/firmware,2021,2021-01-03,2022-01-01
meshtastic/firmware,2022,2022-01-02,2022-12-31
meshtastic/firmware,2023,2023-01-01,2024-01-06
meshtastic/firmware,2024,2024-01-07,2025-01-04
meshtastic/firmware,2025,2025-01-05,2026-01-03
metacall/core,2021,2021-01-03,2021-12-25
metacall/core,2022,2022-01-02,2022-12-31
metacall/core,2023,2023-01-01,2023-10-14
metacall/core,2024,2024-01-21,2024-12-21
metacall/core,2025,2025-01-12,2026-01-03
metartc/metartc,2021,2021-12-12,2022-01-01
metartc/metartc,2022,2022-01-02,2022-12-31
metartc/metartc,2023,2023-01-01,2023-11-18
metartc/metartc,2024,2024-01-28,2024-12-28
metartc/metartc,2025,2025-04-13,2026-01-03
mfactory-osaka/esptimecast,2025,2025-06-01,2026-01-03
mfem/mfem,2021,2021-01-03,2022-01-01
mfem/mfem,2022,2022-01-02,2022-12-31
mfem/mfem,2023,2023-01-01,2024-01-06
mfem/mfem,2024,2024-01-07,2025-01-04
mfem/mfem,2025,2025-01-05,2026-01-03
mfontanini/libtins,2021,2021-01-03,2021-11-06
mfontanini/libtins,2022,2022-02-13,2022-09-03
mfontanini/libtins,2023,2023-01-01,2023-09-23
mfontanini/libtins,2024,2024-02-18,2024-04-06
mfontanini/libtins,2025,2025-12-07,2025-12-13
mgba-emu/mgba,2021,2021-01-03,2022-01-01
mgba-emu/mgba,2022,2022-01-02,2022-12-31
mgba-emu/mgba,2023,2023-01-01,2023-12-30
mgba-emu/mgba,2024,2024-01-07,2025-01-04
mgba-emu/mgba,2025,2025-01-05,2026-01-03
mgeeky/shellcodefluctuation,2021,2021-09-26,2021-10-23
mgeeky/shellcodefluctuation,2022,2022-06-12,2022-06-18
mgeeky/threadstackspoofer,2021,2021-09-26,2021-10-23
mgeeky/threadstackspoofer,2022,2022-06-12,2022-06-18
mgerdes/open-golf,2021,2021-01-03,2022-01-01
mgerdes/open-golf,2022,2022-01-02,2022-03-26
mhammond/pywin32,2021,2021-01-10,2022-01-01
mhammond/pywin32,2022,2022-01-02,2022-12-17
mhammond/pywin32,2023,2023-01-01,2023-11-04
mhammond/pywin32,2024,2024-01-14,2025-01-04
mhammond/pywin32,2025,2025-01-05,2025-12-20
mheironimus/arduinojoysticklibrary,2022,2022-03-27,2022-07-09
mheironimus/arduinojoysticklibrary,2024,2024-03-10,2024-03-16
mhmrdd/nohello,2023,2023-12-31,2024-01-06
mhmrdd/nohello,2024,2024-01-14,2024-08-24
mhmrdd/nohello,2025,2025-03-23,2025-06-28
mhogomchungu/media-downloader,2021,2021-01-17,2022-01-01
mhogomchungu/media-downloader,2022,2022-01-09,2022-12-31
mhogomchungu/media-downloader,2023,2023-01-01,2024-01-06
mhogomchungu/media-downloader,2024,2024-01-07,2025-01-04
mhogomchungu/media-downloader,2025,2025-01-05,2025-12-27
mhx/dwarfs,2021,2021-01-03,2022-01-01
mhx/dwarfs,2022,2022-04-24,2022-12-24
mhx/dwarfs,2023,2023-02-26,2024-01-06
mhx/dwarfs,2024,2024-01-07,2024-12-21
mhx/dwarfs,2025,2025-01-26,2025-11-15
michaelwillis/dragonfly-reverb,2021,2021-01-10,2022-01-01
michaelwillis/dragonfly-reverb,2022,2022-01-09,2022-12-31
michaelwillis/dragonfly-reverb,2023,2023-04-02,2023-06-03
micknoise/maximilian,2021,2021-01-03,2021-07-24
micknoise/maximilian,2022,2022-01-23,2022-11-26
micknoise/maximilian,2023,2023-01-01,2023-05-27
micknoise/maximilian,2024,2024-01-14,2025-01-04
micronucleus/micronucleus,2021,2021-01-24,2021-11-13
micronucleus/micronucleus,2022,2022-11-06,2022-11-12
micronucleus/micronucleus,2024,2024-01-07,2024-12-07
micronucleus/micronucleus,2025,2025-03-30,2025-04-05
micropython/micropython,2021,2021-01-03,2022-01-01
micropython/micropython,2022,2022-01-02,2022-12-31
micropython/micropython,2023,2023-01-01,2024-01-06
micropython/micropython,2024,2024-01-07,2025-01-04
micropython/micropython,2025,2025-01-05,2026-01-03
microshow/rxffmpeg,2021,2021-05-30,2021-08-07
microshow/rxffmpeg,2022,2022-03-13,2022-10-22
microshow/rxffmpeg,2023,2023-04-09,2023-04-15
microsoft/airsim,2021,2021-01-03,2021-12-25
microsoft/airsim,2022,2022-01-02,2022-07-23
microsoft/airsim,2025,2025-05-11,2025-05-17
microsoft/blingfire,2021,2021-01-17,2021-10-30
microsoft/blingfire,2022,2022-03-20,2022-12-24
microsoft/blingfire,2023,2023-06-11,2023-10-28
microsoft/blingfire,2024,2024-12-08,2024-12-14
microsoft/calculator,2021,2021-01-03,2021-12-25
microsoft/calculator,2022,2022-01-02,2022-12-03
microsoft/calculator,2023,2023-01-01,2023-12-09
microsoft/calculator,2024,2024-01-07,2024-12-07
microsoft/calculator,2025,2025-01-19,2025-12-27
microsoft/cpprestsdk,2021,2021-01-24,2021-01-30
microsoft/cpprestsdk,2022,2022-03-06,2022-09-24
microsoft/cpprestsdk,2024,2024-11-17,2024-11-23
microsoft/cppwinrt,2021,2021-01-03,2021-12-25
microsoft/cppwinrt,2022,2022-01-09,2022-12-24
microsoft/cppwinrt,2023,2023-01-01,2023-12-30
microsoft/cppwinrt,2024,2024-01-07,2024-12-14
microsoft/cppwinrt,2025,2025-01-26,2025-11-22
microsoft/detours,2021,2021-01-24,2021-12-04
microsoft/detours,2022,2022-02-27,2022-08-20
microsoft/detours,2023,2023-07-23,2023-07-29
microsoft/detours,2024,2024-10-06,2024-10-12
microsoft/detours,2025,2025-03-23,2025-06-21
microsoft/directml,2021,2021-01-03,2022-01-01
microsoft/directml,2022,2022-01-23,2022-12-03
microsoft/directml,2023,2023-01-22,2023-12-02
microsoft/directml,2024,2024-01-14,2024-11-02
microsoft/directml,2025,2025-04-13,2025-07-26
microsoft/directx-graphics-samples,2021,2021-01-03,2021-10-02
microsoft/directx-graphics-samples,2022,2022-01-30,2022-12-24
microsoft/directx-graphics-samples,2023,2023-01-29,2023-07-01
microsoft/directx-graphics-samples,2024,2024-02-18,2024-11-30
microsoft/directx-graphics-samples,2025,2025-01-19,2025-11-29
microsoft/directxmath,2021,2021-01-03,2021-12-04
microsoft/directxmath,2022,2022-01-02,2022-12-17
microsoft/directxmath,2023,2023-02-05,2024-01-06
microsoft/directxmath,2024,2024-01-28,2024-12-21
microsoft/directxmath,2025,2025-01-05,2026-01-03
microsoft/directxshadercompiler,2021,2021-01-03,2022-01-01
microsoft/directxshadercompiler,2022,2022-01-02,2022-12-31
microsoft/directxshadercompiler,2023,2023-01-01,2024-01-06
microsoft/directxshadercompiler,2024,2024-01-07,2024-12-21
microsoft/directxshadercompiler,2025,2025-01-05,2026-01-03
microsoft/directxtex,2021,2021-01-03,2021-12-11
microsoft/directxtex,2022,2022-01-02,2022-12-31
microsoft/directxtex,2023,2023-01-15,2024-01-06
microsoft/directxtex,2024,2024-01-07,2024-12-21
microsoft/directxtex,2025,2025-01-05,2026-01-03
microsoft/directxtk,2021,2021-01-03,2021-12-11
microsoft/directxtk,2022,2022-01-02,2022-12-31
microsoft/directxtk,2023,2023-01-22,2024-01-06
microsoft/directxtk,2024,2024-01-07,2024-12-21
microsoft/directxtk,2025,2025-01-19,2026-01-03
microsoft/directxtk12,2021,2021-01-03,2021-12-11
microsoft/directxtk12,2022,2022-01-02,2022-12-31
microsoft/directxtk12,2023,2023-01-15,2024-01-06
microsoft/directxtk12,2024,2024-01-07,2024-12-21
microsoft/directxtk12,2025,2025-01-12,2026-01-03
microsoft/diskspd,2021,2021-01-31,2021-12-04
microsoft/diskspd,2022,2022-09-11,2022-09-17
microsoft/diskspd,2024,2024-03-10,2024-06-15
microsoft/ebpf-for-windows,2021,2021-01-10,2021-12-18
microsoft/ebpf-for-windows,2022,2022-01-02,2022-12-31
microsoft/ebpf-for-windows,2023,2023-01-01,2024-01-06
microsoft/ebpf-for-windows,2024,2024-01-07,2024-12-28
microsoft/ebpf-for-windows,2025,2025-01-05,2025-12-27
microsoft/edgeml,2021,2021-01-03,2021-11-27
microsoft/edgeml,2022,2022-08-28,2022-09-03
microsoft/ffmpeginterop,2021,2021-01-31,2021-07-24
microsoft/ffmpeginterop,2022,2022-04-17,2022-09-03
microsoft/ffmpeginterop,2023,2023-01-22,2023-12-16
microsoft/ffmpeginterop,2024,2024-01-14,2024-11-23
microsoft/ffmpeginterop,2025,2025-03-02,2025-11-22
microsoft/gsl,2021,2021-01-03,2021-12-11
microsoft/gsl,2022,2022-01-02,2022-12-31
microsoft/gsl,2023,2023-01-01,2023-10-21
microsoft/gsl,2024,2024-01-14,2025-01-04
microsoft/gsl,2025,2025-01-05,2025-12-06
microsoft/microsoft-ui-xaml,2021,2021-01-03,2021-12-18
microsoft/microsoft-ui-xaml,2022,2022-01-02,2022-12-17
microsoft/microsoft-ui-xaml,2023,2023-01-01,2023-12-16
microsoft/microsoft-ui-xaml,2024,2024-01-07,2024-12-14
microsoft/microsoft-ui-xaml,2025,2025-01-12,2025-12-20
microsoft/mimalloc,2021,2021-01-17,2022-01-01
microsoft/mimalloc,2022,2022-01-02,2022-12-24
microsoft/mimalloc,2023,2023-01-29,2023-07-15
microsoft/mimalloc,2024,2024-02-25,2025-01-04
microsoft/mimalloc,2025,2025-01-05,2025-12-27
microsoft/msix-packaging,2021,2021-01-03,2021-09-25
microsoft/msix-packaging,2022,2022-01-09,2022-12-17
microsoft/msix-packaging,2023,2023-01-08,2023-12-30
microsoft/msix-packaging,2024,2024-01-07,2024-11-02
microsoft/msix-packaging,2025,2025-01-12,2025-03-29
microsoft/msquic,2021,2021-01-03,2022-01-01
microsoft/msquic,2022,2022-01-02,2022-12-31
microsoft/msquic,2023,2023-01-01,2024-01-06
microsoft/msquic,2024,2024-01-07,2025-01-04
microsoft/msquic,2025,2025-01-05,2025-12-27
microsoft/nnfusion,2021,2021-01-10,2021-12-25
microsoft/nnfusion,2022,2022-01-09,2022-09-17
microsoft/nnfusion,2024,2024-03-31,2024-04-06
microsoft/onnxruntime,2021,2021-01-03,2022-01-01
microsoft/onnxruntime,2022,2022-01-02,2022-12-31
microsoft/onnxruntime,2023,2023-01-01,2024-01-06
microsoft/onnxruntime,2024,2024-01-07,2025-01-04
microsoft/onnxruntime,2025,2025-01-05,2026-01-03
microsoft/onnxruntime-inference-examples,2021,2021-04-04,2021-12-11
microsoft/onnxruntime-inference-examples,2022,2022-01-09,2022-12-17
microsoft/onnxruntime-inference-examples,2023,2023-01-01,2024-01-06
microsoft/onnxruntime-inference-examples,2024,2024-01-07,2024-12-07
microsoft/onnxruntime-inference-examples,2025,2025-05-11,2025-12-20
microsoft/pict,2021,2021-01-10,2021-10-23
microsoft/pict,2022,2022-02-13,2022-05-21
microsoft/pict,2023,2023-04-16,2023-11-11
microsoft/pict,2024,2024-06-16,2024-06-22
microsoft/pict,2025,2025-04-20,2025-04-26
microsoft/procdump-for-linux,2021,2021-02-07,2021-09-18
microsoft/procdump-for-linux,2022,2022-01-30,2022-12-17
microsoft/procdump-for-linux,2023,2023-01-01,2023-12-16
microsoft/procdump-for-linux,2024,2024-01-21,2024-12-14
microsoft/procdump-for-linux,2025,2025-01-19,2025-11-15
microsoft/procmon-for-linux,2021,2021-04-18,2021-05-29
microsoft/procmon-for-linux,2022,2022-05-22,2022-08-20
microsoft/procmon-for-linux,2023,2023-08-27,2023-09-02
microsoft/procmon-for-linux,2024,2024-03-17,2024-11-16
microsoft/procmon-for-linux,2025,2025-01-19,2025-10-25
microsoft/react-native-windows,2021,2021-01-03,2022-01-01
microsoft/react-native-windows,2022,2022-01-02,2022-12-24
microsoft/react-native-windows,2023,2023-01-01,2024-01-06
microsoft/react-native-windows,2024,2024-01-07,2025-01-04
microsoft/react-native-windows,2025,2025-01-05,2026-01-03
microsoft/seal,2021,2021-01-03,2021-11-13
microsoft/seal,2022,2022-03-20,2022-12-31
microsoft/seal,2023,2023-01-01,2023-10-14
microsoft/seal,2024,2024-05-19,2024-06-29
microsoft/seal,2025,2025-03-30,2025-04-05
microsoft/service-fabric,2021,2021-01-24,2021-12-18
microsoft/service-fabric,2022,2022-01-30,2022-12-17
microsoft/service-fabric,2023,2023-01-01,2024-01-06
microsoft/service-fabric,2024,2024-01-21,2024-11-02
microsoft/service-fabric,2025,2025-01-19,2025-10-25
microsoft/snmalloc,2021,2021-01-03,2021-12-18
microsoft/snmalloc,2022,2022-01-02,2022-12-24
microsoft/snmalloc,2023,2023-01-01,2024-01-06
microsoft/snmalloc,2024,2024-02-04,2025-01-04
microsoft/snmalloc,2025,2025-01-05,2025-10-25
microsoft/sptag,2021,2021-01-24,2021-12-25
microsoft/sptag,2022,2022-01-09,2022-12-03
microsoft/sptag,2023,2023-01-01,2023-12-16
microsoft/sptag,2024,2024-01-28,2024-05-04
microsoft/sptag,2025,2025-11-16,2025-11-22
microsoft/stl,2021,2021-01-03,2021-12-18
microsoft/stl,2022,2022-01-02,2022-12-17
microsoft/stl,2023,2023-01-08,2023-12-16
microsoft/stl,2024,2024-01-07,2024-12-21
microsoft/stl,2025,2025-01-05,2025-12-13
microsoft/sysmonforlinux,2021,2021-10-03,2021-12-18
microsoft/sysmonforlinux,2022,2022-02-06,2022-12-17
microsoft/sysmonforlinux,2023,2023-02-12,2023-12-09
microsoft/sysmonforlinux,2024,2024-02-25,2024-11-16
microsoft/sysmonforlinux,2025,2025-01-12,2025-07-05
microsoft/terminal,2021,2021-01-03,2021-12-18
microsoft/terminal,2022,2022-01-02,2022-12-24
microsoft/terminal,2023,2023-01-01,2023-12-16
microsoft/terminal,2024,2024-01-07,2024-12-14
microsoft/terminal,2025,2025-01-05,2025-12-20
microsoft/verona,2021,2021-01-03,2021-12-25
microsoft/verona,2022,2022-01-23,2022-10-29
microsoft/verona,2023,2023-02-05,2024-01-06
microsoft/verona,2024,2024-03-31,2024-04-27
microsoft/verona,2025,2025-05-04,2025-07-12
microsoft/wil,2021,2021-01-10,2021-12-18
microsoft/wil,2022,2022-01-30,2022-12-03
microsoft/wil,2023,2023-01-08,2024-01-06
microsoft/wil,2024,2024-01-21,2025-01-04
microsoft/wil,2025,2025-02-16,2026-01-03
microsoft/win2d,2021,2021-03-28,2021-11-20
microsoft/win2d,2022,2022-02-06,2022-12-31
microsoft/win2d,2023,2023-01-22,2023-11-25
microsoft/win2d,2024,2024-02-11,2024-12-14
microsoft/win2d,2025,2025-01-05,2025-01-25
microsoft/win32metadata,2021,2021-01-10,2021-12-04
microsoft/win32metadata,2022,2022-01-02,2022-12-17
microsoft/win32metadata,2023,2023-01-08,2024-01-06
microsoft/win32metadata,2024,2024-01-14,2024-12-07
microsoft/win32metadata,2025,2025-02-02,2025-12-13
microsoft/windows-driver-frameworks,2021,2021-02-21,2021-12-11
microsoft/windows-driver-frameworks,2022,2022-08-28,2022-11-12
microsoft/windows-driver-frameworks,2023,2023-07-02,2023-07-08
microsoft/windows-driver-frameworks,2024,2024-09-08,2024-09-14
microsoft/windows-driver-samples,2021,2021-01-10,2021-12-04
microsoft/windows-driver-samples,2022,2022-02-27,2022-12-31
microsoft/windows-driver-samples,2023,2023-01-01,2023-12-16
microsoft/windows-driver-samples,2024,2024-01-14,2024-11-30
microsoft/windows-driver-samples,2025,2025-01-12,2025-11-29
microsoft/windowsappsdk,2021,2021-01-03,2021-12-25
microsoft/windowsappsdk,2022,2022-01-02,2022-12-31
microsoft/windowsappsdk,2023,2023-01-01,2024-01-06
microsoft/windowsappsdk,2024,2024-01-07,2025-01-04
microsoft/windowsappsdk,2025,2025-01-05,2025-12-27
microsoft/winget-cli,2021,2021-01-03,2021-12-18
microsoft/winget-cli,2022,2022-01-09,2022-12-31
microsoft/winget-cli,2023,2023-01-01,2023-12-23
microsoft/winget-cli,2024,2024-01-07,2024-12-28
microsoft/winget-cli,2025,2025-01-05,2025-12-27
microsoft/wsl,2021,2021-01-10,2021-12-04
microsoft/wsl,2022,2022-03-13,2022-12-17
microsoft/wsl,2023,2023-01-01,2024-01-06
microsoft/wsl,2024,2024-01-07,2024-12-21
microsoft/wsl,2025,2025-01-12,2026-01-03
microsoft/wsl2-linux-kernel,2021,2021-01-03,2022-01-01
microsoft/wsl2-linux-kernel,2022,2022-01-02,2022-12-31
microsoft/wsl2-linux-kernel,2023,2023-01-01,2024-01-06
microsoft/wsl2-linux-kernel,2024,2024-01-07,2025-01-04
microsoft/wsl2-linux-kernel,2025,2025-01-05,2026-01-03
microsoft/wslg,2021,2021-04-11,2021-12-25
microsoft/wslg,2022,2022-01-02,2022-12-31
microsoft/wslg,2023,2023-01-08,2024-01-06
microsoft/wslg,2024,2024-03-31,2024-09-14
microsoft/wslg,2025,2025-02-16,2025-10-04
microsoftedge/webview2samples,2021,2021-01-24,2021-12-18
microsoftedge/webview2samples,2022,2022-01-09,2022-12-24
microsoftedge/webview2samples,2023,2023-01-22,2023-11-11
microsoftedge/webview2samples,2024,2024-01-14,2024-11-23
microsoftedge/webview2samples,2025,2025-01-26,2025-12-06
miek/inspectrum,2021,2021-02-14,2021-10-23
miek/inspectrum,2022,2022-01-16,2022-11-26
miek/inspectrum,2023,2023-04-02,2023-10-21
miek/inspectrum,2024,2024-03-24,2024-08-03
miek/inspectrum,2025,2025-08-10,2025-12-06
miguelbalboa/rfid,2021,2021-02-14,2021-12-11
miguelbalboa/rfid,2022,2022-06-05,2022-06-11
miguelbalboa/rfid,2023,2023-01-15,2024-01-06
miguelbalboa/rfid,2024,2024-01-28,2024-11-23
miguelbalboa/rfid,2025,2025-02-16,2025-12-06
miguelfreitas/twister-core,2021,2021-01-17,2021-01-23
miguelfreitas/twister-core,2022,2022-05-29,2022-06-04
mihailris/voxelcore,2021,2021-04-25,2021-09-18
mihailris/voxelcore,2022,2022-02-27,2022-12-10
mihailris/voxelcore,2023,2023-07-30,2024-01-06
mihailris/voxelcore,2024,2024-01-07,2025-01-04
mihailris/voxelcore,2025,2025-01-05,2026-01-03
mike4192/spotmicro,2021,2021-01-03,2021-03-20
mikemirzayanov/testlib,2021,2021-01-10,2021-06-19
mikemirzayanov/testlib,2022,2022-03-27,2022-09-24
mikemirzayanov/testlib,2023,2023-04-30,2023-10-07
mikemirzayanov/testlib,2024,2024-01-14,2024-09-28
mikemirzayanov/testlib,2025,2025-07-06,2025-12-20
mikeroyal/unreal-engine-guide,2021,2021-12-19,2022-01-01
mikeroyal/unreal-engine-guide,2022,2022-01-09,2022-11-12
mikeroyal/unreal-engine-guide,2023,2023-01-01,2024-01-06
mikeroyal/unreal-engine-guide,2025,2025-06-22,2025-06-28
mikewang000000/fakehttp,2025,2025-06-01,2025-06-28
mikex86/librecuda,2024,2024-07-21,2024-11-30
mikex86/librecuda,2025,2025-05-18,2025-05-24
mikke89/rmlui,2021,2021-01-03,2022-01-01
mikke89/rmlui,2022,2022-01-16,2022-12-24
mikke89/rmlui,2023,2023-01-08,2024-01-06
mikke89/rmlui,2024,2024-01-07,2025-01-04
mikke89/rmlui,2025,2025-01-12,2026-01-03
milesburton/arduino-temperature-control-library,2021,2021-01-10,2021-05-29
milesburton/arduino-temperature-control-library,2022,2022-05-29,2022-12-10
milesburton/arduino-temperature-control-library,2023,2023-01-01,2023-10-28
milesburton/arduino-temperature-control-library,2024,2024-04-28,2025-01-04
milesburton/arduino-temperature-control-library,2025,2025-01-05,2025-12-20
milkdrop2077/milkdrop3,2023,2023-03-19,2023-12-30
milkdrop2077/milkdrop3,2024,2024-03-03,2024-12-28
milkdrop2077/milkdrop3,2025,2025-03-30,2025-10-18
