repo,2021,2022,2023,2024,2025,2021-2025
alexfanw/huster-cs,10000,10000,10000,,,10000
alexfru/smallerc,10000,,,5083,,5533
alexgalhardo/software-engineering,,,,,10000,10000
alexgkendall/caffe-segnet,,,,,,
alexhuszagh/rust-lexical,,,,,,4456
alexindigo/asynckit,,,,,,9311
alexkay/spek,,4380,4294,,,4244
alexliniger/mpcc,5000,,,,,5000
alfiecg24/trollinstallerx,,,,7404,,7404
alibaba/alios-things,8843,1272,5833,,,1536
alibaba/alisql,,10000,,10000,5000,2800
alibaba/andfix,,,,,,
alibaba/async_simple,,2054,2926,2718,3944,2300
alibaba/euler,,,,,,
alibaba/gaiax,,6893,5015,6492,6250,6426
alibaba/gcanvas,,,,,,
alibaba/graph-learn,3755,3036,2650,5556,10000,2345
alibaba/graphscope,,,,,,
alibaba/havenask,,,4150,3400,2400,2536
alibaba/loongcollector,2687,1422,806,1332,1043,755
alibaba/lvs,,,,,,
alibaba/mnn,3171,1111,2111,2611,2204,1494
alibaba/photonlibos,,8703,3852,2889,1708,2442
alibaba/tair,,,,,,
alibaba/tengine,2407,3921,3706,10000,10000,1879
alibaba/tsar,,5000,,,,5000
alibaba/weex,3609,4380,10000,10000,,2101
alibaba/xquic,10000,1585,1865,1363,2600,949
alibaba/yalantinglibs,,2883,3665,4199,3780,3551
alibaba/zvec,,,,,4286,4286
alibabaresearch/advancedliteratemachinery,,10000,10000,10000,,3333
alicevision/alicevision,3275,2074,2400,3487,2958,1778
alievk/avatarify-desktop,3889,,10000,,,3061
alinshans/mytinystl,3750,2222,5556,10000,,1429
alivetoolkit/alive2,6902,8303,7546,7056,6281,7311
allenk/geminiwatermarktool,,,,,10000,10000
alliedmodders/sourcemod,1081,662,893,2126,1811,880
allinurl/goaccess,6312,8636,4711,4188,6807,6126
almamu/linux-wallpaperengine,10000,7057,5389,8973,6465,6923
alols/xcape,,,,,,
aloshi/emulationstation,,,,,,
alpha-liu-01/speedynote,,,,,7728,7728
altdesktop/playerctl,2000,,,,,2000
altramayor/f3,3333,6213,5000,5102,1200,1205
altramayor/gatekeeper,4948,5948,4923,9027,10000,5581
am0nsec/hellsgate,10000,,,,,10000
amadvance/snapraid,10000,8673,5200,6600,8980,8708
amanieu/asyncplusplus,5000,5000,,,,2500
amanieu/parking_lot,,,,,,2779
ambrosiogabe/mathanimation,10000,9217,8989,10000,,9244
amerkoleci/vortice.windows,6299,5236,7809,9445,6116,6076
amhndu/simplenes,,3963,10000,2727,10000,4240
ammarahm-ed/react-native-mmkv-storage,7289,6921,3941,7086,5156,6494
ammen99/wf-recorder,4400,1495,2474,1716,1016,837
amnezia-vpn/amnezia-client,8009,2220,2604,1674,1361,1776
amov-lab/prometheus,4646,2625,1829,3733,2046,1649
amule-project/amule,5921,3333,2500,4490,2397,2545
amzeratul/halley,8817,8869,8016,7708,5715,7815
anael-seghezzi/ctoy,,10000,10000,10000,,10000
analogdevicesinc/no-os,2057,1390,1320,616,655,823
andersbakken/rtags,8292,8472,7551,5833,9575,8443
andialbrecht/sqlparse,,,,,,3643
andlabs/libui,,,,,,
andmarti1424/sc-im,8017,6823,4052,3675,8828,7144
andreaorru/laines,,,,,10000,10000
andreas-mausch/whatsapp-viewer,10000,10000,,,,10000
andreasfertig/cppinsights,8850,8864,9239,8109,7622,8598
andrei-markeev/ts2c,,,,10000,10000,10000
andrewrk/libsoundio,,10000,10000,,,5556
andrewssobral/bgslibrary,,,,,,
andrivet/advobfuscator,,,,,8893,8893
android/ndk-samples,4722,7241,2346,2222,2500,3874
ands/lightmapper,,10000,,,,10000
andyperlitch/jsbn,,,,,,2628
anestisb/vdexextractor,,,,,,
angband/angband,6049,7930,5096,4849,4520,5437
ange-yaghi/engine-sim,10000,7578,10000,,,7633
angelkitty/review_the_national_post-graduate_entrance_examination,,,,,,
angelmonica126/graphicalgorithm,10000,10000,,,,10000
angelo1211/hybridrenderingengine,,,,,,
angular/angular-cli,3784,2495,2662,2645,2415,2517
angusjohnson/clipper2,,,,,,
anhkgg/superdllhijack,10000,,,,,10000
anhkgg/superrdp,10000,10000,10000,,,10000
anhkgg/superwechatpc,,,,,,
ankerleng/cpp-0-1-resource,,,,,,
ankitdhall/lidar_camera_calibration,10000,,10000,,,10000
annotated-types/annotated-types,,,,,,2891
ansem-sod/picofly,,,9565,,,9565
answer-huang/dsymtools,,,10000,10000,,10000
answerdotai/gpu.cpp,,,,4552,7812,4676
ansyun/dpdk-ans,10000,,,,,10000
anthwlock/untrunc,10000,,10000,10000,2000,8532
antimicrox/antimicrox,8938,3527,2734,5556,1472,4560
antimof/uxplay,9798,10000,9748,10000,9363,9837
antirez/disque,,,,,,
antirez/dump1090,,,,10000,,10000
antirez/hping,,,,,,
antirez/iris.c,,,,,,
antirez/kilo,,,,,,
antirez/linenoise,,,10000,10000,5556,5644
antirez/neural-redis,,,,,,
antirez/rax,,,,,,
antirez/sds,,10000,,,10000,5000
antirez/smallchat,,,6132,,,6132
antirez/smaz,,,,,,
antirez/voxtral.c,,,,,,
antoniococo/remotepotato0,10000,10000,,,,10000
antoniococo/roguepotato,,,,,,
antonk52/lilconfig,,,,,,8106
antsx/ants,3767,4170,5091,5763,7283,5165
anttwo/sugar,,,10000,10000,,10000
any1/wayvnc,7963,4491,4916,6235,8179,4699
anybotics/elevation_mapping,,,,,,
anybotics/grid_map,3426,1481,1389,1875,3750,1393
anyrtcio-community/anyrtc-rtmp-opensource,10000,4170,5822,10000,10000,3926
aoapc-book/aoapc-bac2nd,,,,,,
aomediacodec/libavif,4294,3458,1844,2276,2134,2139
aorimn/dislocker,2083,5556,3878,,1484,665
apache/age,1638,1110,1352,1929,3398,1214
apache/airflow,1041,987,758,580,479,266
apache/arrow-rs,,,,,,356
apache/brpc,1638,702,990,2073,2156,772
apache/cloudberry,2738,385,365,780,1187,321
apache/guacamole-server,5187,2540,2701,2810,3665,2808
apache/httpd,2695,2316,1696,1998,2963,1871
apache/impala,628,798,720,654,927,609
apache/incubator-pegasus,1985,1626,3477,3479,5408,1548
apache/kudu,2568,2356,2298,3305,4206,2651
apache/kvrocks,3182,1499,1612,1689,1866,1356
apache/mesos,4729,3936,10000,6346,,3307
apache/nuttx,691,921,469,285,323,343
apache/openoffice,5519,6266,8444,6512,4838,5770
apache/singa,2065,2377,1876,1072,896,982
apache/thrift,2511,2425,2101,2134,1483,1743
apache/trafficserver,862,814,713,897,1090,689
aphrodite-engine/aphrodite-engine,,,7928,6544,9515,7829
apitrace/apitrace,4332,5623,2368,3840,3117,3814
apolloauto/apollo,1229,1419,1489,5238,10000,745
apoorvnandan/tensor.h,,,,10000,10000,10000
appimage/appimagekit,6250,6214,5556,7812,,3537
appjs/appjs,,,,,,
apple-oss-distributions/xnu,,10000,10000,10000,10000,10000
apple/darwin-xnu,,,,,,
apple/foundationdb,566,566,678,1516,1083,442
applenob/cpp_primer_practice,2245,1837,1800,10000,10000,617
appleseedhq/appleseed,2222,10000,10000,,5000,1600
appneta/tcpreplay,5364,7929,4957,4662,8310,5815
appspa/app-space,,,10000,5556,,9201
appunite/androidffmpeg,,,,,,
apress/ray-tracing-gems,10000,,,,,10000
april-zju/lidar_imu_calib,,,,,,
aprilrobotics/apriltag,1852,1399,1300,7165,2296,2814
apsaradb/polardb-for-postgresql,1150,1078,1415,1188,959,1073
arangodb/arangodb,2085,1163,1166,1280,1126,1163
aras-p/clangbuildanalyzer,2189,10000,5556,3719,5556,3608
aras-p/glsl-optimizer,,,,,,
aras-p/toypathtracer,10000,10000,10000,10000,10000,10000
aravisproject/aravis,7911,6541,7097,5119,7401,7107
archagon/sensible-side-buttons,,,,,,
archlinux/linux,,,,,,
ardagnir/athame,,,,,,
ardatan/whatwg-node,,,,,,268
ardera/flutter-pi,9616,8030,9245,9211,8262,8987
ardour/ardour,3781,3036,3861,3829,4151,3591
arduino-irremote/arduino-irremote,,,,,,
arduino/arduinocore-avr,2569,3889,5000,10000,10000,2407
ardupilot/ardupilot,1240,1641,1667,1739,1992,1516
arendst/tasmota,3950,3644,2270,2889,2826,3181
ares-emulator/ares,1507,1932,2420,1736,1486,1399
argman/east,,,,,,
argotorg/solidity,2393,1336,2083,1546,1802,1314
aria2/aria2,4875,3264,8620,7278,,5811
arinerron/cve-2022-0847-dirtypipe-exploit,,10000,,,,10000
aristocratos/btop,6030,2594,1934,2093,1965,2432
aristocratos/btop4win,,9604,,10000,6800,9258
arjun024/mkernel,,,,,,
arkdb/inception,,10000,,,,10000
arkhipenko/taskscheduler,7222,10000,10000,10000,10000,9850
arkhipov/temporal_tables,5000,,10000,5000,,6533
arkime/arkime,4676,5232,5511,6481,7063,5328
arkingc/note,,,10000,,,10000
arm-software/arm-trusted-firmware,647,598,537,500,630,445
arm-software/armnn,738,1050,1399,1011,1976,828
arm-software/astc-encoder,9278,9669,9046,8026,9584,9307
arm-software/computelibrary,869,845,944,1041,1128,526
arm-software/ml-kws-for-mcu,,,,,,
armink/cmbacktrace,10000,2778,3750,2500,10000,1562
armink/easyflash,10000,4400,3333,,10000,2200
armink/easylogger,6250,2066,6800,2800,,1008
armink/flashdb,6919,3257,4771,988,2800,4063
armink/freemodbus_slave-master-rtt-stm32,10000,,,,,10000
armink/sfud,2500,2653,2800,5556,5000,1232
armmbed/daplink,3069,2522,4554,4400,10000,2923
armmbed/mbed-os,1893,3876,6094,4776,,2093
armon/bloomd,,5000,,,,5000
armory3d/armortools,8619,5695,9351,9778,9864,8880
armory3d/armory,2668,1807,1864,2232,5238,1452
arnaud-lb/php-rdkafka,6718,8893,3333,4903,3750,6165
arq5x/bedtools2,2794,2000,6797,5000,5000,2822
arrayfire/arrayfire,5258,5479,4432,2695,3224,3391
artelnics/opennn,2362,2245,1642,3611,2102,1372
artem-ogre/cdt,5779,9445,8955,10000,9132,8604
arthepsy/cve-2021-4034,,10000,,,,10000
arthursonzogni/diagon,6777,5283,10000,5200,10000,6784
arthursonzogni/ftxui,7714,6225,4880,2114,5197,5547
artifexsoftware/mupdf,3831,2965,3506,3643,3502,3382
artikash/textractor,6569,4253,7083,,,6143
artivis/manif,5671,5988,5000,5207,5733,5417
arturadib/node-qt,,,,,,
arut/nginx-rtmp-module,10000,,,10000,,10000
arvidn/libtorrent,7371,6359,5814,4802,4796,6292
arx/arxlibertatis,7614,9838,4359,10000,,8146
arximboldi/immer,7067,5777,1644,7244,3000,2905
asb2m10/dexed,5201,5529,10000,5421,7562,4373
asc-community/mxengine,9179,10000,5333,5000,,5543
ascotbe/kernelhub,9512,10000,10000,,,9678
asdcorp/ohook,,,10000,10000,,10000
aseprite/aseprite,5975,6620,4560,4531,4425,5149
asg017/sqlite-vec,,,,8952,7037,8843
asg017/sqlite-vss,,10000,8668,10000,,8692
ashampoosystems/boden,,,,,,
ashima/webgl-noise,10000,,,6543,,5156
ashishgup1/competitive-coding,,,,,,
ashtf8/pocketmage_pda,,,,10000,3376,3626
ashvardanian/less_slow.cpp,,10000,10000,7372,9071,8643
ashvardanian/simsimd,,,8024,8151,7191,7968
ashvardanian/stringzilla,,10000,6925,7722,9036,8399
aslody/turbodex,,,,,,
aslody/whale,,,,,,
asmjit/asmjit,8601,6384,7943,8540,8168,7854
asmuth/clip,,,,,,
asmvik/skhd,,,10000,,10000,10000
asmvik/yabai,10000,9869,10000,10000,7779,9766
aspjt/dungeontemplatelibrary,10000,10000,10000,10000,10000,7812
assert-rs/snapbox,,,,,,8294
assimp/assimp,5054,6035,4772,5478,5773,5247
astanin/python-tabulate,,,,,,
asterisk/asterisk,1208,2707,1871,2076,1808,1476
astral-sh/ruff,10000,5713,2529,1202,833,832
astrand/xclip,6800,10000,10000,5000,5556,1944
astrathreshold/oled-ui-astra,,,,9610,10000,9614
astronautlevel2/anemone3ds,3611,5556,,5249,10000,3440
async-profiler/async-profiler,3994,8603,8555,4912,2217,4240
atar-axis/xpadneo,8721,7932,5156,8439,8285,8174
ataradov/usb-sniffer,,,10000,10000,3600,7796
atc1441/atc_mithermometer,4773,3750,10000,,10000,5158
atcoder/ac-library,6869,2653,6361,10000,6600,5814
atmosphere-nx/atmosphere,9481,9245,8419,9013,8552,9179
atomicobject/heatshrink,,,,,,
attractivechaos/klib,10000,,5200,10000,10000,7450
aubio/aubio,,,,,,
auburn/fastnoise2,9575,8963,9449,8615,8834,9282
audacious-media-player/audacious,3820,3765,5007,5457,8793,5022
audacity/audacity,2681,3928,4563,1287,1609,1969
audio4linux/jdsp4linux,9184,7586,9011,4201,5000,8460
audiorouterdev/audio-router,,,,,,
audreyt/node-webworker-threads,10000,,,,,10000
auth0/node-jwa,,,,,,2720
autoas/as-deprecated,10000,,10000,,,10000
autodiff/autodiff,5484,5170,7648,2520,10000,4730
autohotkey/autohotkey,9431,9505,9283,9181,8396,9345
autohotkey/autohotkey-v1.0,,10000,,,,10000
autotools-mirror/autoconf,,,,,,1311
autotools-mirror/libtool,,,,,,845
autotools-mirror/m4,,,,,,7392
autowarefoundation/autoware_universe,449,474,602,372,301,267
avahi/avahi,10000,1653,4100,2941,3963,3210
avast/retdec,2758,1741,2901,6296,10000,2071
avrdudes/avrdude,4200,2791,4928,5599,5868,4240
awawa-dev/hyperhdr,10000,9220,7133,7043,6780,8285
awesome-harmonyos/harmonyos,10000,,,,,10000
aws/aws-cli,6452,6469,7084,7286,7418,1887
aws/aws-iot-device-sdk-embedded-c,834,1020,888,2500,1200,474
aws/aws-sdk-cpp,3473,2945,2484,3430,4557,2709
aws/aws-sdk-js-crypto-helpers,,,,,,567
aws/aws-sdk-js-v3,3465,3424,2195,3254,3885,201
aws/pgactive,10000,,4722,4043,6327,4170
aws/s2n-tls,1343,1159,1287,1238,1280,1073
awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,1200,2800,533,432,1570,602
axboe/fio,1316,1514,2216,2100,1642,1381
axboe/liburing,2623,2982,2905,5987,2679,3389
axel-download-accelerator/axel,,,,,,
axiomatic-systems/bento4,5606,3843,3573,2445,2698,2641
axios/axios,,,,,,578
axmolengine/axmol,6552,4353,7005,4678,6106,5543
axxaxx/axxsolder,,,10000,9078,7766,9095
ayoubfaouzi/al-khaser,2917,10000,2500,2188,2346,796
ayoubfaouzi/cpu-internals,10000,,,,,10000
ayushsharma82/esp-dash,10000,10000,5638,5766,8977,7745
azagaya/laigter,9031,5000,9232,8893,8648,8891
azahar-emu/azahar,981,1167,1121,2512,5156,1134
azerothcore/azerothcore-wotlk,611,966,843,861,872,479
azure/azure-sdk-for-js,603,1125,1200,957,1021,464
azure/azure-sdk-for-python,518,592,701,728,909,434
azure/msrest-for-python,,,,,,7251
azuread/microsoft-authentication-library-for-python,,,,,,7951
b-con/crypto-algorithms,,,,,,
b4rtaz/distributed-llama,,,10000,9693,7859,9203
b4winckler/macvim,,,,,,
babel/babel,2145,2063,2607,2524,2399,1250
babel/babel-polyfills,,,,,,6392
babelouest/ulfius,9017,9241,9592,9093,,9220
babitmf/bmf,,3794,1539,1856,1683,1061
baidu-research/deepbench,,,,,,
baidu/anyq,,,,,,
baidu/baikaldb,4850,2830,1914,3264,6250,2735
baidu/bfs,,,,,,
baidu/bigflow,,10000,,,,10000
baidu/braft,1963,4201,6055,2653,,1475
baidu/dperf,10000,8182,7415,8728,9093,8508
baidu/familia,10000,,,,,10000
baidu/lac,10000,,,,,10000
baidu/openrasp,2149,1446,5000,,5556,1498
baidu/sofa-pbrpc,,10000,,,,10000
baidu/tera,,,,,,
bakkeby/dwm-flexipatch,8122,9295,8295,7708,6343,8320
balazsjako/imguicolortextedit,,,,,10000,10000
baldurk/renderdoc,8023,5728,5015,4125,4835,5086
balloonwj/flamingo,10000,,10000,10000,,10000
bambulab/bambustudio,,1402,877,872,972,637
banach-space/llvm-tutor,5680,6550,1378,3287,3156,4237
bandarhl/bhtwitter,10000,6403,5448,6900,5177,2906
banjorecomp/banjorecomp,,,,,3814,3814
baoboa/pyqt5,,,,,,
bareflank/hypervisor,8639,,,,,8639
bareos/bareos,2060,2251,1470,2075,1830,1527
baresip/baresip,2813,2621,2577,2343,2289,2299
barry-ran/qtscrcpy,5465,6739,10000,5148,2948,5169
bartobri/no-more-secrets,3878,10000,10000,10000,10000,6886
basedhardware/openglass,,,,2403,5556,2330
basil00/windivert,10000,5556,,,,7222
baskerville/bspwm,6194,2188,4688,4400,5556,2588
baskerville/sxhkd,10000,5000,5000,,3750,1852
batchdrake/sigdigger,8471,8147,8370,4741,7283,7350
bats3c/darkloadlibrary,6955,,,,,6955
bats3c/shad0w,,,,,,
battelle/movfuscator,,,,,,
baumgarr/nixnote2,,,,,,
bb-qq/r8152,,,,,,
bbc/audiowaveform,9524,9488,9643,7093,8580,9169
bblanchon/arduinojson,9292,9689,9922,9586,10000,9679
bbuchfink/diamond,9316,8472,9033,3056,8118,8694
bcn3d/bcn3d-moveo,,,,,,
bcrypt-ruby/bcrypt-ruby,3497,6296,2200,2653,10000,1358
bdamele/icmpsh,,,,,,
bdring/fluidnc,4916,4514,4471,4452,6693,4812
bdwgc/bdwgc,8674,9126,8955,8997,8751,6599
beanstalkd/beanstalkd,3333,6600,10000,,2653,1777
beatgammit/base64-js,,,,,,5430
beefytech/beef,6873,7617,5551,8157,6430,7072
begeekmyfriend/bplustree,,10000,10000,,,10000
begeekmyfriend/leetcode,7017,,10000,10000,10000,8022
begeekmyfriend/yasea,6033,,,10000,,5556
begla/intrinsic,10000,,10000,,,10000
behaviortree/behaviortree.cpp,4714,4919,8474,6781,4322,6347
bellard/mquickjs,,,,,2800,2800
bellard/quickjs,10000,10000,4876,4613,7222,2844
ben-strasser/fast-cpp-csv-parser,,,,,,
benbuck/rbtray,7551,5510,,,7222,6550
benhoyt/inih,,,,,,
benjamin-dobell/heimdall,5556,,,,,5556
benjaminp/six,,,,,,5185
benkuper/chataigne,9649,9169,8698,8241,5989,8990
bepaald/signalbackup-tools,10000,10000,10000,10000,10000,10000
berdav/cve-2021-4034,,3926,,,,3926
berkeley-abc/abc,9225,6481,4353,2888,6135,5001
bernardogiordano/checkpoint,1910,10000,10000,5000,10000,6104
berry-lang/berry,7511,8777,5521,7169,6129,7118
berthubert/googerteller,,7469,,10000,,7751
